"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,,,,,,,,,,,,,,,,
Source: GF,Source: Path,Type of Test,Manufacturer Product Catalogue number,"Product Name
 (IVD product)",product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Total Criteria Eligibility ,Comments ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,"Reference price per pack EXW, USD","Reference price per test EXW, USD"
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Wantai SARS-CoV-2 Ag ELISA,wantai ag elisa,,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd",beijing wantai biological pharmacy enterprise ,,,,,,,,http://www.ystwt.cn/wp-content/uploads/2021/02/Brochure-Wantai-SARS-CoV-2-Antigen-ELISA.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Wantai SARS-CoV-2 Antigen Rapid Test (Colloidal gold),wantai antigen rapid  colloidal gold,,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd",beijing wantai biological pharmacy enterprise ,,,,,,,,http://www.ystwt.cn/wp-content/uploads/2020/11/Wantai-COVID-19-Antigen-Test-colloidal-gold-Procedure-Diagram.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Wantai SARS-COV-2 Antigen Rapid Test (FIA),wantai antigen rapid  fia,,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd",beijing wantai biological pharmacy enterprise ,,,,,,,,http://www.ystwt.cn/wp-content/uploads/2020/11/Wantai-COVID-19-Antigen-Test-FIA-Procedure-Diagram-1.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,New coronavirus (2019-nCoV) antigentesting kit (fluorescent immunoanalysis),new coronavirus 2019 antigentesting  fluorescent immunoanalysis,,"BGI Health (HK) Co. Ltd. (Shenzhen Huada Gene Technology Co., Ltd.)",bgi health hk  shenzhen huada gene technology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Rapid Covid 19 Ag kit,rapid  ag ,,Bio Lab Diagnostics Pvt Ltd,bio lab diagnostics pvt ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Tell Me Fast COVID19 Antigen Test,tell me fast 19 antigen ,,biocan diagnostics Inc.,biocan diagnostics ,,,,,,,,https://d09784c4-b123-4c59-8d0d-36935c78d094.filesusr.com/ugd/94bf74_8248405d211046f287c5fbe428dd64d6.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,MyTest COVID-19 Ag test,mytest  ag ,,Biofootprints Healthcare Pvt. Ltd.,biofootprints healthcare pvt ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Hough COVID-19 Home Test,hough  home ,,"BIOHIT HealthCare (Hefei) Co., Ltd",biohit healthcare hefei ,,,,,,,,https://www.tga.gov.au/sites/default/files/covid-19-rapid-antigen-self-tests-are-approved-australia-ifu-345031.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen assay kit (Colloidal Gold Method),  antigen assay  colloidal gold method,,"BIOHIT HealthCare (Hefei) Co., Ltd",biohit healthcare hefei ,,,,,,,,https://www.biohit.cn/uploadfiles/2020/12/20201218173014868.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test Kit (Fluorescence Immunochromatography),  antigen rapid fluorescence immunochromatography,,"BIOHIT HealthCare (Hefei) Co., Ltd",biohit healthcare hefei ,,,,,,,,https://www.biohit.cn/uploadfiles/2020/12/20201218173014868.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ClearEpi SARS-CoV-2 Antigen Rapid Test,clearepi antigen rapid ,,Biolidics Ltd,biolidics ,,,,,,,,https://www.biolidics.com/misc/CO-LB-23-V2-ClearEpi-SARS-CoV-2-Antigen-Rapid-Test-IFU-1.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,NowCheck COVID-19 Ag Test,nowcheck  ag ,,Bionote Inc.,bionote ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Bioscience (Tianjin) Novel Coronavirus (2019-nCoV) Antigen Rapid Test,bioscience tianjin novel coronavirus 2019 antigen rapid ,,"Bioscience (Tianjin) Diagnostic Technology Co., Ltd.",bioscience tianjin diagnostic technology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID19Speed-Antigen,19speed antigen,,BioSpeedia SAS,biospeedia sas,,,,,,,,https://biospeedia.com/wp-content/uploads/2020/11/BioSpeedia-Antigen-BSD_503-25-IFU-3-languages.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,biotical SARS-CoV-2 Ag card test,biotical ag card ,,Biotical Health,biotical health,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BIOZEK COVID-19 Antigen Rapid Test,biozek  antigen rapid ,,BIOZEK MEDICAL,biozek medical,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BZ COVID-19 AG Test,bz  ag ,,"Biozentech, Co., Ltd",biozentech ,,,,,,,,http://www.biozentech.co.kr/download/IFU_BZ%20COVID-19%20Ag%20Test_Eng_v3.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Test, antigen ,,"Blue Cross Bio-Medical (Beijing) Co., Ltd",blue cross biomedical beijing ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"AFIAS COVID-19, Viral Antigen (automated)",afias  viral antigen automated,,"Boditech Med, Inc.",boditech med ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351603810202015/anexo/A2358356/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"Ichroma COVID-19, viral antigen (manual)",ichroma  viral antigen manual,,"Boditech Med, Inc.",boditech med ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351603848202098/anexo/A2358357/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Rapid Response COVID-19 Antigen Rapid Test Device,rapid response  antigen rapid  device,,BTNX Inc.,btnx ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351949902202049/anexo/T13002620/nomeArquivo/IU_80102512592.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Cadila COVID-19 Antigen Rapid Test,cadila  antigen rapid ,,Cadila Healthcare,cadila healthcare,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,AllCheck COVID19 Ag,allcheck 19 ag,,CALTH Inc.,calth ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Viral Antigen Test Kit, viral antigen  ,,Camtech Diagnostics Pte Ltd,camtech diagnostics  ,,,,,,,,https://covid19-test.com/assets/Camtech_Covid19AntigenTestKit.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS Coronavirus Antigen Kit Rapiim SARS-CoV-2-N PRT-C2N01A, coronavirus antigen  rapiim n prt c2n01a,,Canon Medical Sciences Corporation,canon medical sciences corporation,,,,,,,,https://jp.medical.canon/products/pt/rapiim_flu_ab_spec#SARS,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CELER COVID-19 AG TEST,celer  ag ,,Celer Biotecnologia,celer biotecnologia,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351855581202012/anexo/A2419215/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Cellex qSARS-CoV-2 Antigen Rapid Test,cellex  antigen rapid ,,Cellex Inc.,cellex ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351423382202049/anexo/A2426414/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Celltrion DiaTrust COVID-19 Ag Rapid Test,celltrion diatrust  ag rapid ,,Celltrion,celltrion,,,,,,,,https://cellhomeblob.blob.core.windows.net/pdf/DiaTrust%20COVID-19%20Ag%20Rapid%20Test%20IFU.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CerTest SARS-CoV-2,certest  ,,CerTest Biotec S.L.,certest biotec sl,,,,,,,,https://www.certest.es/wp-content/uploads/2020/09/IU-SC8-v.01.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,OL COVID-19 Ag,ol  ag,,"Chembio Diagnostic System, Inc.",chembio diagnostic system ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351735673202087/anexo/A2379883/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,DPP SARS CoV-2 Antigen System,dpp antigen system,,"Chembio Diagnostic System, Inc. / Oswaldo Cruz Foundation",chembio diagnostic system oswaldo cruz foundation,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351372257202063/anexo/T13224332/nomeArquivo/Manual_DPP%20SARS%20COV-2%20ANT%C3%8DGENO%20SYSTEM_ver2011v01.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Verasure COVID-19 Antigen Rapid Swab Test,verasure  antigen rapid swab ,,Confirm BioSciences,confirm biosciences,,,,,,,,https://www.confirmbiosciences.com/covid19-sars-antigen-rapid-swab-test/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag Respi-Strip, ag respi strip,,Coris BioConcept,coris bioconcept,,,,,,,,https://www.corisbio.com/pdf/Products/COVID-19-Respi-Strip_20201113.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 (2019-nCoV) Nucleoprotein Protein ELISA Kit,  2019 nucleoprotein protein elisa ,,Creative Biolabs,creative biolabs,,,,,,,,https://sars-cov-2.creative-biolabs.com/pdf/VCok-Wyb002.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,OnSite COVID-19 Ag Rapid Test,onsite  ag rapid ,,"CTK Biotech, Inc.",ctk biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351540508202049/anexo/A2437421/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,PocRoc SARS-CoV-2 Antigen Rapid Test Kit,pocroc antigen rapid  ,,Delphi Bioscience (Asia) Pte. Ltd.,delphi bioscience asia  ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,QuickNavi- Flu+COVID19 Ag,quicknavi  flu19 ag,,Denka Seiken Co. Ltd,denka seiken ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Detect COVID-19 Test,detect  ,,"Detect, Inc.",detect ,,,,,,,,https://www.fda.gov/media/153661/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,DSI SARS-CoV-2 Ag Rapid Test,dsi ag rapid ,,Dia Sure Immunodiagnostic LLP,dia sure immunodiagnostic llp,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Xamin COVID-19 Ag Rapid Test (Human Nasal Swab),xamin  ag rapid  human nasal swab,,Diagnocure India,diagnocure india,,,,,,,,https://diagnocureindia.com/wp-content/uploads/2021/05/Covid_-_19_antigen_INSERT-compressed.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen test Card, antigen  card,,"Diagnostic Enterprises Parwanoo (Himachal Pradesh), India",diagnostic enterprises parwanoo himachal pradesh india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,DIAQUICK COVID-19 Ag Test,diaquick  ag ,,DIALAB GmbH,dialab gmbh,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,LIAISON SARS-CoV-2 AG,liaison ag,,DiaSorin SpA,diasorin spa,,,,,,,,https://www.diasorin.com/sites/default/files/allegati_prodotti/sars_cov-2_antigen_m0870004372_lr.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Detection Kit, antigen detection ,,DNA Diagnostic,dna diagnostic,,,,,,,,https://dna-diagnostic.com/files/Downloads/CV19IC/SDS_CV19IC_2020.11.05.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Epithod COVID-19 Ag Test Kit,epithod  ag  ,,DxGen Corp.,dxgen corp,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Epithod SARS-CoV-2 qAg Test Kit,epithod qag  ,,DxGen Corp.,dxgen corp,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Dynamiker SARS-CoV-2 Ag Rapid Test,dynamiker ag rapid ,,"Dynamiker Biotechnology (Tianjin) Co., Ltd.",dynamiker biotechnology tianjin ,,,,,,,,http://en.dynamiker.com/index/index/pro_info/aid/624.html,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 DART, dart,,E25Bio,e25bio,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID/FLU A/B Ag Combo ECO Teste,flu ab ag combo eco e,,Eco Diagnostica,eco diagnostica,,,,,,,,https://ecodiagnostica.com.br/diagnostico-rapido/covid-flu-a-b-ag-combo-eco-teste/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Edinburgh Genetics ActivXpress+ COVID-19 Antigen Complete Testing Kit,edinburgh genetics activxpress  antigen complete ing ,,Edinburgh Genetics Limited,edinburgh genetics limited,,,,,,,,https://t1n.c87.myftpupload.com/wp-content/uploads/2020/09/Edinburgh-Genetics-ActivXpress-COVID-19-Antigen-Complete-Testing-Kit-v1.4.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ENCODE COVID-19 Rapid Test,encode  rapid ,,Emmo Pharma,emmo pharma,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ErbaQik COVID-19 Ag Rapid Test,erbaqik  ag rapid ,,Erba Mannheim Group / Transasia Bio-Medical,erba mannheim group  transasia biomedical,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen ELISA,  antigen elisa,,EUROIMMUN AG,euroimmun ag,,,,,,,,https://www.coronavirus-diagnostik.de/documents/Indications/Infections/Coronavirus/EQ_2606_D_DE_A.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Excalibur RAPID SARS-COV-2 ANTIGEN TEST CARD,excalibur rapid antigen  card,,Excalibur Health Services,excalibur health services,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid test, antigen rapid ,,ForaCare Suisse AG,foracare suisse ag,,,,,,,,https://www.foracare.ch/wp-content/uploads/2020/12/FORAFCS_TD-4531A_-Covid-19-Antigen-Rapid-Test_User-Manual_EN_312-4531100-005.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Coronavirus Antigen Rapid Test,coronavirus antigen rapid ,,Fortress Diagnostics Ltd,fortress diagnostics ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Acura Seed SARS-CoV-2 Antigen,acura seed antigen,,FujiFilm Corporation,fujifilm corporation,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,FujiFilm COVID-19 Ag Test,fujifilm  ag ,,FujiFilm Corporation,fujifilm corporation,,,,,,,,https://uploads.strikinglycdn.com/files/9551306c-8bf4-4076-9bcc-ebde4408812a/COVID-19%20Ag_IfU_EN-DE-FR-ES-PT-IT_Ref_final.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ESPLINE SARS-CoV-2 & Flu A/B,espline  flu ab,,FUJIREBIO Inc.,fujirebio ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Lumipulse G SARS-CoV-2 Ag,lumipulse   ag,,FUJIREBIO Inc.,fujirebio ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVIDia - Antigen,ia antigen,,GaDia Diagnostics SA,gadia diagnostics sa,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Lateral Flow Assay, antigen lateral flow assay,,"Genbio Pharmaceutical Co., Ltd.",genbio pharmaceutical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,GenBody FIA COVID-19 Ag,genbody fia  ag,,"GenBody, Inc.",genbody ,,,,,,,,http://genbody.co.kr/bbs/download.php?bo_table=human02&wr_id=2&no=1,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,GenBody Influenza/COVID-19 Ag Multi,genbody influenza ag multi,,"GenBody, Inc.",genbody ,,,,,,,,http://genbody.co.kr/bbs/board.php?bo_table=human01&wr_id=23,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,RapiCov rapid Ag Test kit,rapi rapid ag  ,,"Genes2me Pvt Ltd, Gurugram, Haryana",genes2me pvt  gurugram haryana,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),  antigen rapid colloidal gold,,Genesprint Group Ltd,genesprint group ,,,,,,,,http://gsprint.co/index.php?route=product/product&path=25&product_id=66,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 and FluA+FluB Antigen Test Kit,  and fluaflub antigen  ,,Genrui Biotech Inc.,genrui biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351662786202056/anexo/A2450022/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Test Kit (Colloidal Gold),  antigen colloidal gold,,Genrui Biotech Inc.,genrui biotech ,,,,,,,,http://www.genrui-bio.com/u_file/images/21_05_25/6f2b636719.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Nasal/Saliva Antigen Test Kit (Colloidal Gold),  nasalsaliva antigen colloidal gold,,Genrui Biotech Inc.,genrui biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Covid-19 Ag xPOC, ag xpoc,,GENSPEED Biotech,genspeed biotech,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19/FluA/B Antigen Combo Rapid Test P2007,fluab antigen combo rapid  p2007,,GenSure Biotech Inc.,gensure biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,GenSure COVID-19 Antigen Rapid Kit (REF: P2004),gensure  antigen rapid  ref p2004,,GenSure Biotech Inc.,gensure biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag Oral Rapid Test, ag oral rapid ,,Gold Analyses Diagnostica,gold analyses diagnostica,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351400668202137/anexo/T14387724/nomeArquivo/COVID%20Ag%20Oral%20-%20REF.%20133%20-%20Linha%20Analisa%20(04_21)%20(5).pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag Rapid Test, ag rapid ,,Gold Analyses Diagnostica,gold analyses diagnostica,,,,,,,,http://www.goldanalisa.com.br/arquivos/%7B52794833-3C0D-48B6-A969-C5D51ECE557F%7D_COVID%20Ag%20-%20REF.%20132%20(04_21)%20-%20Linha%20Analisa%20(2).pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Kit (Colloidal Gold),  antigen  colloidal gold,,Goldsite Diagnostics Inc.,goldsite diagnostics ,,,,,,,,http://en.goldsite.com.cn/prod_view.aspx?TypeId=144&Id=279&Fid=t3:144:3,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,GENEDIA Quantum COVID-19 Ag,genedia quantum  ag,,Green Cross Medical Science Corp.,green cross medical science corp,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,GENEDIA W COVID-19 Ag,genedia  ag,,Green Cross Medical Science Corp.,green cross medical science corp,,,,,,,,download via product webpage,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,2019 nCoV Ag Rapid Detection Kit,2019 ag rapid detection ,,Guangdong Longsee,guangdong longsee,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351389259202172/anexo/T14359982/nomeArquivo/Anexo%20VII%20Instru%C3%A7%C3%B5es%20de%20uso%20LS-C-T-008%20ver.00.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,The V-CHEK 2019-nCoV Ag Rapid Test Kit,the chek 2019 ag rapid  ,,Guangzhou Decheng Biotechnology Co Ltd,guangzhou decheng biotechnology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Celer Finecare SARS-CoV-2 Ag Test,celer finecare ag ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351972361202133/anexo/T13903374/nomeArquivo/ACS00164_01_IU_Celer_Finecare_SARS-CoV-2%20_Ag_Test.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Celer Wondfo SARS-CoV-2 Ag Rapid Test,celer wondfo ag rapid ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351515846202042/anexo/A2433531/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag Saliva Rapid Test, ag saliva rapid ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351104560202116/anexo/T14008900/nomeArquivo/COVID-19%20Ag%20Saliva%20Rapid%20Test.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Finecare SARS-CoV-2 Ag Test,finecare ag ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351972361202133/anexo/T13903374/nomeArquivo/ACS00164_01_IU_Celer_Finecare_SARS-CoV-2%20_Ag_Test.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 & Flu A+B Antigen Combo Rapid Test Cassette (Nasopharyngeal Swab),  flu ab antigen combo rapid  cassette nasopharyngeal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upfile/pdf/146541300ISIC-525AlltestCEGermanPI.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test (Oral Fluid) Self Test (ICOV-802H)), antigen rapid  oral fluid self  802h,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test Cassette (Nasal Swab), antigen rapid  cassette nasal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upfile/pdf/IFU-146393905INCP-502AllTestCEGermanPI.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test Cassette (Nasopharyngeal Swab), antigen rapid  cassette nasopharyngeal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351090959202021/anexo/A2419297/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test Cassette (Oral fluid), antigen rapid  cassette oral fluid,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upload/20210810/984abe1d-97e6-449d-b66c-a040d8bad790.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Test Cassette (FIA) (Nasopharyngeal Swab), antigen  cassette fia nasopharyngeal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upload/20210820/a6b42f56-6de0-4a9b-89c1-991573f73640.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19/FluA+B/RSV/Adno/MP Antigen Combo Rapid Test,fluabrsvadnomp antigen combo rapid ,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upfile/pdf/IFU146346801ICIC-525AlltestCEGermanPI.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 & Flu A+B Antigen Combo Rapid Test Cassette (Swab), flu ab antigen combo rapid  cassette swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upfile/pdf/146541300ISIC-525AlltestCEGermanPI.pdf,#N/A,#N/A
