,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
1450,8936,8937,2021-04-06 03:00:00,38220090,Lain-lain,PT. CAHAYA MEDICAL INDONESIA,"KAWASAN PELABUHAN PERIKANAN MUARA ANGKE, JL. PENDARATAN IKAN NO.5 C, K",ID - Indonesia,.,.,.,.,"GUANGDONG ARDENT BIOMED CO., LTD","4TH FLOOR OF C1 BUILDING, NO 11 KAIYUAN ROAD SCIEN",China,0.0,63151.64,USD,42.0,Kg.,204.0,Kg.,13824.0,PCE,SARS-COV-2 NEUTRALIZING ANTIBODY ELISA KIT,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GA,,0,,,China,,,,,,,,8937,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,elisa | elisa | elisa | elisa,{'elisa': 20} | {'elisa': 20} | {'elisa': 20} | {'elisa': 20},"ardent,guangdong,biomed","{'ardent_biomed': 20, 'guangdong': '1ea'}",10.0,3.0,10.0,1200 | 609 | 1202 | 1212,1337,1200 | 609 | 1202 | 1212
1451,8954,8955,2021-04-06 03:00:00,38220090,Lain-lain,PT. SINERGI UTAMA SEJAHTERA,MENARA SALEMBA 3RD FLOOR JL. SALEMBA RAYA NO.5-5A JAKARTA PUSAT 10440,ID - Indonesia,.,.,.,.,ABBOTT DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 WIESBADEN 65205 DE,Germany,0.0,471244.5,USD,1406.01,Kg.,1406.01,Kg.,1563.0,KT,RT SARS COV-2 CTRL KIT 9N77.80,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES CARGO,,0,,,United States,,,,,,,,8955,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,rt,{'rt': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",1.0,10.5,21.5,1336,70 | 72 | 73 | 74 | 330 | 951 | 430,70
1452,8965,8966,2021-04-06 03:00:00,38220090,Lain-lain,PT. KIRANA JAYA LESTARI,"JL. TANAH ABANG II NO.37, PETOJO SELATAN, GAMBIR, JAKARTA PUSAT, DKI J",ID - Indonesia,.,.,.,.,"VIVACHEK BIOTECH (HANGZHOU) CO.,LTD","LVL 2,BLOCK 2,146 EAST CHAOFENG RD,YUHANG ZHEJIANG",China,0.0,10451.43,USD,90.0,Kg.,7962.0,Kg.,100000.0,PCE,"VIVADIAG SARS-COV-2 AG RAPID TEST : REPLACEMENT BUFFER (FOC), KONDISI : BAIK/BARU REPLACEMENT",10,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,GARUDA INDONESIA,,0,,,China,,,,,,,,8966,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"ag,vivadiag,rapid","{'vivadiag': 20, 'ag': 4, 'rapid': 4}","biotech,hangzhou,vivachek","{'hangzhou': 20, 'biotech,vivachek': '1ea'}",28.0,22.0,72.0,798,340,340
1453,8993,8994,2021-04-06 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,19473600.0,IDR,2.22,Kg.,36.8,Kg.,1.0,PCE,ANTI-SARS-COV-2 S ELECSYS E2G 300 BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,Germany,,,,,,,,8994,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"anti,elecsys,e2g","{'anti': 20, 'elecsys': 20, 'e2g': '1ea'}","diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",41.0,21.0,103.0,911,131 | 132 | 133 | 252 | 256 | 643 | 647,911
1454,9010,9011,2021-04-06 03:00:00,38220090,Lain-lain,PT. BIOCARE SEJAHTERA,RUKO KRANGGAN PERMAI BLOK RT017 NO. 30 RT. 002 RW. 016 JATI SAMPURNA,ID - Indonesia,.,.,.,.,DIATECH PHARMACOGENETICS SRL,"I. SILONE, 1/B",Italy,0.0,1670.28,EUR,17.0,Kg.,17.0,Kg.,3.0,KT,EASY SARS COV-2 WE 192TEST -,0,PK,,,,,SOEKARNO-HATTA (U),ANCONA,FEDERAL EXPRESS C,,0,,,Italy,,,,,,,,9011,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,easy,{'easy': '1ea'},srl,{'srl': '1ea'},0.3333333333333333,0.5,0.5,57,278,278
1455,9030,9031,2021-04-06 03:00:00,38220090,Lain-lain,PT. KIRANA JAYA LESTARI,"JL. TANAH ABANG II NO.37, PETOJO SELATAN, GAMBIR, JAKARTA PUSAT, DKI J",ID - Indonesia,.,.,.,.,"VIVACHEK BIOTECH (HANGZHOU) CO.,LTD","LVL 2,BLOCK 2,146 EAST CHAOFENG RD,YUHANG ZHEJIANG",China,0.0,731600.09,USD,6415.0,Kg.,7962.0,Kg.,500000.0,PCE,"VIVADIAG SARS-COV-2 AG RAPID TEST, KONDISI : BAIK/BARU PO03210014",834,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,GARUDA INDONESIA,,0,,,China,,,,,,,,9031,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"ag,vivadiag,rapid","{'vivadiag': 20, 'ag': 4, 'rapid': 4}","biotech,hangzhou,vivachek","{'hangzhou': 20, 'biotech,vivachek': '1ea'}",28.0,22.0,72.0,798,340,340
1456,9093,9094,2021-04-06 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG CEMERLANG,ITC CEMPAKA MAS GROSIR LT.4 BLOK K NO.898 JL. LETJEN SUPRAPTO,ID - Indonesia,.,.,.,.,"XIAMEN JIQING BIOMEDICAL TECHNOLOGY CO.,","LTD. ADDRESS : UNIT 03, LEVEL 3, BUILDING 2,",China,0.0,15750.0,USD,264.0,Kg.,285.0,Kg.,15000.0,PCE,NOVEL CORONAVIRUS COVID-19 ANTIGEN TEST KIT (COLLOIDAL GOLD METHOD),20,PK,,,,,SOEKARNO-HATTA (U),SHENZHEN,CK,,0,,,China,,,,,,,,9094,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"gold,antigen,colloidal | gold,antigen,colloidal","{'antigen': 4, 'gold,colloidal': '1ea'} | {'antigen': 4, 'gold,colloidal': '1ea'}","technology,biomedical | technology,biomedical | technology,biomedical | biomedical,xiamen","{'technology,biomedical': '1ea'} | {'technology,biomedical': '1ea'} | {'technology,biomedical': '1ea'} | {'biomedical,xiamen': '1ea'}",6.0,1.0,8.5,625 | 611,173 | 174 | 598 | 615,187
1457,9138,9139,2021-04-05 03:00:00,38220090,Lain-lain,PT. HENINDO TECHNOLOGIES CITRAMULIA,GEDUNG PERKANTORAN PULO MAS SATU JL.AHMAD YANI NO.2 (GEDUNG I LT.2 RUA,ID - Indonesia,.,.,.,.,"KING NING INTERNATIONAL CO,.LTD","NO.46, ALLEY 21, LANE 323, SECTION 1, LAKE ROAD NE",Taiwan,0.0,15678.2,USD,15.26,Kg.,257.0,Kg.,100.0,PCE,GB SARS-COV-2 REAL TIME RT-PCR KIT 4PCO052E GB LABPREP VIRAL DNA/RNA MINI KIT,0,PK,,,,,SOEKARNO-HATTA (U),TAIPEI,CI,,0,,,Taiwan,,,,,,,,9139,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"time,gb,pcr,real","{'time,gb,pcr,real': '1ea'}",international | international | international | international,{'international': '1ea'} | {'international': '1ea'} | {'international': '1ea'} | {'international': '1ea'},4.0,0.5,4.0,296,405 | 657 | 675 | 674,296
1458,9143,9144,2021-04-05 03:00:00,38220090,Lain-lain,PT. CAHAYA MEDICAL INDONESIA,"KAWASAN PELABUHAN PERIKANAN MUARA ANGKE, JL. PENDARATAN IKAN NO.5 C, K",ID - Indonesia,.,.,.,.,"GUANGDONG ARDENT BIOMED CO., LTD","4TH FLOOR OF C1 BUILDING, NO 11 KAIYUAN ROAD SCIEN",China,0.0,72150.54,USD,225.0,Kg.,228.0,Kg.,16128.0,PCE,SARS-COV-2 NEUTRALIZING ANTIBODY ELISA KIT,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GA,,0,,,China,,,,,,,,9144,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,elisa | elisa | elisa | elisa,{'elisa': 20} | {'elisa': 20} | {'elisa': 20} | {'elisa': 20},"ardent,guangdong,biomed","{'ardent_biomed': 20, 'guangdong': '1ea'}",10.0,3.0,10.0,1200 | 609 | 1202 | 1212,1337,1200 | 609 | 1202 | 1212
1459,9178,9179,2021-04-05 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SAPTA SARI TAMA,"JL.CARINGIN NO.254A, BABAKAN,BABAKAN CIPARAY, BANDUNG,JAWA BARAT",ID - Indonesia,.,.,.,.,"HANGZHOU LYSUN BIOTECHNOLOGY CO.,LTD","6TH FLOOR,6TH BUILDING, NO.95 BINWEN ROAD,XIXING S",China,0.0,319200.0,USD,2332.0,Kg.,2397.0,Kg.,200000.0,PCE,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN BARU & BAIK,200,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI,GARUDA INDONESIA,,0,,,China,,,,,,,,9179,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"antigen,altamed,rapid","{'altamed': 20, 'antigen': 4, 'rapid': 4}","lysun,biotechnology,hangzhou | lysun,biotechnology,hangzhou","{'lysun_biotechnology': 20, 'hangzhou': 20} | {'lysun_biotechnology': 20, 'hangzhou': 20}",28.0,40.0,136.0,832,796 | 832,832
1460,9237,9238,2021-04-05 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SEHAT CEMERLANG INDONESIA,INDONESIA STOCK EXCHANGE TOWER II 17TH FLOOR JL. JENDERAL SUDIRMAN KAV,ID - Indonesia,.,.,.,.,"ACTIVE CORE CO.,LTD","402, MAEHYEON-RO",South Korea,0.0,3619.82,USD,19.86,Kg.,23.0,Kg.,6.0,KT,BIOCORE 2019-NCOV REAL TIME PCR KIT -,0,PK,,,,,SOEKARNO-HATTA (U),SEOUL,FEDERAL EXPRESS C,,0,,,North Korea,,,,,,,,9238,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"time,pcr,real | time,pcr,real","{'time,real,pcr': '1ea'} | {'time,real,pcr': '1ea'}",core,{'core': 4},3.0,2.0,3.0,651 | 1057,897,651 | 1057
1461,9271,9272,2021-04-05 03:00:00,38220090,Lain-lain,PT. TEMPO,GEDUNG TEMPO SCAN TOWER JL.HR.RASUNA SAID KAV.3-4 KEL.KUNINGAN TIMUR K,ID - Indonesia,.,.,.,.,TAIDOC TECHNOLOGY CORPORATION,"6F., NO.127, WUGONG 2ND RD., WUGU DIST., NEW TAIPE",Taiwan,0.0,11100.0,USD,103.5,Kg.,117.0,Kg.,250.0,BX,COVID 19 ANTIGEN RAPID TEST 20PCS/BOX (TD-4531) BAIK & BARU,0,PK,,,,,SOEKARNO-HATTA (U),TAIPEI,CHINA AIRLINES,,0,,,Taiwan,,,,,,,,9272,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid","{'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4}","technology,corporation,taidoc | technology,corporation,taidoc","{'taidoc': 20, 'technology,corporation': '1ea'} | {'taidoc': 20, 'technology,corporation': '1ea'}",8.0,22.0,52.0,171 | 209 | 550 | 618 | 648 | 1245 | 613 | 1243 | 643 | 1074 | 185,284 | 746,284 | 746
1462,9304,9305,2021-04-05 03:00:00,38220090,Lain-lain,PT. HENINDO TECHNOLOGIES CITRAMULIA,GEDUNG PERKANTORAN PULO MAS SATU JL.AHMAD YANI NO.2 (GEDUNG I LT.2 RUA,ID - Indonesia,.,.,.,.,"KING NING INTERNATIONAL CO,.LTD","NO.46, ALLEY 21, LANE 323, SECTION 1, LAKE ROAD NE",Taiwan,0.0,192184.38,USD,187.12,Kg.,257.0,Kg.,200.0,PCE,GB SARS-COV-2 REAL TIME RT-PCR KIT 4PCO052E GB SARS-COV-2RT-PCR,0,PK,,,,,SOEKARNO-HATTA (U),TAIPEI,CI,,0,,,Taiwan,,,,,,,,9305,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"time,gb,pcr,real","{'time,gb,pcr,real': '1ea'}",international | international | international | international,{'international': '1ea'} | {'international': '1ea'} | {'international': '1ea'} | {'international': '1ea'},4.0,0.5,4.0,296,405 | 657 | 675 | 674,296
1463,9359,9360,2021-04-05 03:00:00,38220090,Lain-lain,PT. MAKO DUA MEDIKAL,"RUKAN AVENUE 8, JAKARTA GARDEN CITY NO.127 CAKUNG TIMUR , CAKUNG, JAKA",ID - Indonesia,.,.,.,.,ATAKA ENTERPRISE,"RM 706 SUNG BOON BUILDING, 107-111 DES VOEUX ROAD",Hong Kong,0.0,5200.0,USD,13.24,Kg.,14.0,Kg.,1000.0,PCE,LYHER NOVEL CORONA VIRUS (COVID-19) ANTIGEN TEST KIT (COLLOIDAL GOLD),1,CT,,,,,SOEKARNO-HATTA (U),HONG KONG,CX,,0,,,Hong Kong,,,,,,,,9360,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"gold,novel,lyher,antigen,colloidal","{'lyher': 20, 'antigen': 4, 'gold,colloidal,novel': '1ea'}",enterprise,{'enterprise': '1ea'},13.5,0.5,13.5,398,374,398
1464,9381,9382,2021-04-05 03:00:00,38220090,Lain-lain,PT. WANATIARA PERSADA,"GEDUNG GRAHA INDOCHEM LT.3,JL.PANTAI INDAH KAPUK BOULEVARD KAV.SSB/E R",ID - Indonesia,.,.,.,.,WUHAN EASYDIAGNOSIS BIOMEDICINE CO,"ROOM 3,FACTORY(3),1ST FLOOR,BLDG.2 PHASE 3.1 NO.388 GAOXIN 2ND ROAD",China,0.0,70941.0,CNY,22.0,Kg.,22.0,Kg.,2000.0,PCE,COVID-19 (SARS-COV-2) NUCLEIC ACID TEST KIT -,0,PK,,,,,SOEKARNO-HATTA (U),WU XUAN,FEDERAL EXPRESS C,,0,,,China,,,,,,,,9382,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"nucleic,acid","{'nucleic,acid': '1ea'}","wuhan,biomedicine,easydiagnosis | wuhan,biomedicine,easydiagnosis","{'easydiagnosis': 20, 'wuhan,biomedicine': '1ea'} | {'easydiagnosis': 20, 'wuhan,biomedicine': '1ea'}",2.0,11.0,26.0,144,633 | 144,144
1465,9383,9384,2021-04-05 03:00:00,38220090,Lain-lain,PT SETIA ANUGRAH MEDIKA,JL MITRA MITRA SUNTER BOULEVARD B/39 YOS SUDARSO KAV.89 SUNTER JAKARTA,ID - Indonesia,.,.,.,.,SHENZEN YHLO BIOTECH CO LTD,"YHLO BIOPARK,BAOLONG 2ND ROAD,BAOLONG SUBDISTRICT",China,0.0,2651.51,USD,23.03,Kg.,75.0,Kg.,1000.0,KT,UNICELL-2019-NCOV NAB 20T/KIT,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,CATHAY PACIFIC,,0,,,Hong Kong,,,,,,,,9384,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"2019,unicell","{'unicell': 20, '2019': '1ea'}","yhlo,biotech | yhlo,biotech | yhlo,biotech","{'yhlo': 20, 'biotech': '1ea'} | {'yhlo': 20, 'biotech': '1ea'} | {'yhlo': 20, 'biotech': '1ea'}",10.5,10.5,42.0,730,311 | 332 | 730,730
1466,9407,9408,2021-04-05 03:00:00,38220090,Lain-lain,PT. HENINDO TECHNOLOGIES CITRAMULIA,GEDUNG PERKANTORAN PULO MAS SATU JL.AHMAD YANI NO.2 (GEDUNG I LT.2 RUA,ID - Indonesia,.,.,.,.,"KING NING INTERNATIONAL CO,.LTD","NO.46, ALLEY 21, LANE 323, SECTION 1, LAKE ROAD NE",Taiwan,0.0,25287.42,USD,24.62,Kg.,257.0,Kg.,100.0,PCE,GB SARS-COV-2 REAL TIME RT-PCR KIT 4PCO052E GB VIRAL TRANSPORT MEDIUM (VTM),0,PK,,,,,SOEKARNO-HATTA (U),TAIPEI,CI,,0,,,Taiwan,,,,,,,,9408,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"time,gb,pcr,real","{'time,gb,pcr,real': '1ea'}",international | international | international | international,{'international': '1ea'} | {'international': '1ea'} | {'international': '1ea'} | {'international': '1ea'},4.0,0.5,4.0,296,405 | 657 | 675 | 674,296
1467,9414,9415,2021-04-03 03:00:00,38220090,Lain-lain,PT. INDOCORE PERKASA,"GRAHA MAS PEMUDA BLOK AB NO.19, KEL. JATI, KEC. PULOGADUNG, JAKARTA TI",ID - Indonesia,.,.,.,.,"PRIME4DIA C0., LTD","#930, 415 HEUNGAN-DAERO, DONGAN-GU ANYANG-SI, GYEO",South Korea,0.0,27130.05,USD,220.0,Kg.,247.0,Kg.,500.0,BX,"P4DETECT COVID-19 AG 3F24, LOT : CAG201101 BARANG BAIK",21,BX,,,,,SOEKARNO-HATTA (U),INCHEON,GARUDA INDONESIA,,0,,,North Korea,,,,,,,,9415,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"p4detect,ag","{'p4detect': 20, 'ag': 4}",prime4dia | prime4dia | prime4dia,{'prime4dia': 20} | {'prime4dia': 20} | {'prime4dia': 20},24.0,20.0,88.0,481,481 | 482 | 483,481
1468,9418,9419,2021-04-03 03:00:00,38220090,Lain-lain,PT. INTERSKALA MEDIKA INDONESIA,"GREEN SEDAYU BIZ PARK BLOK DM 9/62, JALAN DAAN MOGOT KM.18, KEL. KALID",ID - Indonesia,.,.,.,.,XI'AN TIANLONG SCIENCE AND TECHNOLOGY CO,"NO.389 ZHUHONG ROAD,XI'AN,SHAANXI PROVINCE,710018",China,0.0,322613.54,USD,618.0,Kg.,683.0,Kg.,64000.0,PCE,TIANLONG 2019-NCOV ORF1AB/N DNA POLYMERASE CHAIN REACTION (PCR) FLUORESCENCE DIAGNOSTIC KIT,52,CT,,,,,SOEKARNO-HATTA (U),SHENZHEN,CK291,,0,,,China,,,,,,,,9419,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"ncov,2019 | fluorescence,2019 | ncov,2019","{'ncov,2019': '1ea'} | {'fluorescence,2019': '1ea'} | {'ncov,2019': '1ea'}","technology,science,co | technology,science,co | technology,science,co","{'technology,science,co': '1ea'} | {'technology,science,co': '1ea'} | {'technology,science,co': '1ea'}",1.0,1.0,2.6666666666666665,1275 | 1109 | 499,16 | 958 | 959,16
1469,9440,9441,2021-04-01 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,5897.59,USD,1.83,Kg.,17.0,Kg.,25.0,EA,6S6002 ARC SARS COV2 IGGII QUANT CAL,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,9441,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,cov2 | cov2 | cov2,{'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.5,10.5,10.5,1347 | 1238 | 1372,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
1470,9478,9479,2021-04-01 03:00:00,38220090,Lain-lain,PT. INDONESIA WEDA BAY INDUSTRIAL PARK,"GEDUNG SOPODEL TOWER OFFICE TOWER A, LT 21, JL.MEGA KUNINGAN BARAT III",ID - Indonesia,.,.,.,.,"XI'AN TIANLONG TECHNOLOGY CO.,LTD","NO. 389, ZHUHONG ROAD, XI'AN NATIONAL ECONOMIC AND",China,0.0,40000.0,USD,96.0,Kg.,104.0,Kg.,200.0,BX,NUCLEIC ACID DETECTION KIT FOR COVID-19,8,PK,,,,,Weda,ZHANGJIAGANG,MV. H WHALESHARK,,0,,,China,,,,,,,,9479,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"nucleic,acid","{'nucleic,acid': '1ea'}","technology | technology | technology | technology | tianlong,xian","{'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'tianlong,xian': '1ea'}",2.0,0.5,3.0,144,933 | 897 | 384 | 819 | 934,933
1471,9489,9490,2021-04-01 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,943.62,USD,0.29,Kg.,17.0,Kg.,4.0,EA,6S6102 ALNTY SARS COV2 IGGII QUANT CA,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,9490,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,cov2 | cov2 | cov2,{'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.5,10.5,10.5,1347 | 1238 | 1372,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
1472,9537,9538,2021-04-01 03:00:00,38220090,Lain-lain,PT. BAKTI ENERGI ABADI,"KOMPLEK PERGUDANGAN T.8 ALAM SUTERA NO.36 KEL.PAKULONAN, KEC.SERPONG U",ID - Indonesia,.,.,.,.,MEDIZEN HUMANCARE INC.,"223, TEHERAN-RO,GANGNAM-GU, SEOUL REPUBLIC OF KORE",South Korea,0.0,2047.19,USD,5.0,Kg.,5.0,Kg.,210.0,PCE,IVDLAB COVID-19 AG TEST,1,PK,,,,,SOEKARNO-HATTA (U),INCHEON,KE,,0,,,North Korea,,,,,,,,9538,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,"ivdlab,ag","{'ivdlab': 20, 'ag': 4}",,,24.0,0.0,24.0,363,,363
1473,9566,9567,2021-04-01 03:00:00,38220090,Lain-lain,PT. SCIENCEWERKE,JL. PALMERAH BARAT NO.25 JAKARTA BARAT 11480 INDONESIA,ID - Indonesia,.,.,.,.,SCIENCEWERKE PTE LT,67 AYER RAJAH CRESCENT #04-21 SINGAPORE 139950,Singapore,0.0,3212.46,SGD,2.41,Kg.,123.0,Kg.,20.0,EA,NOVAPLEX┐ SARS-COV-2 VARIANTS I ASSAY 124T (RUO),0,PK,,,,,SOEKARNO-HATTA (U),INCHEON,OZ,,0,,,North Korea,,,,,,,,9567,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay,{'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4},,,2.0,0.0,2.0,1253 | 84 | 1280 | 516 | 318 | 41 | 508 | 46 | 1017 | 51 | 582 | 921 | 682 | 1001 | 996 | 1015 | 637,,1253 | 84 | 1280 | 516 | 318 | 41 | 508 | 46 | 1017 | 51 | 582 | 921 | 682 | 1001 | 996 | 1015 | 637
1474,9569,9570,2021-04-01 03:00:00,38220090,Lain-lain,PT. STANDARD BIOSENSOR HEALTHCARE,KP NAGROG RT.004 RW.002 KERTAMUKTI CAMPAKA KAB. PURWAKARTA JAWA BARAT,ID - Indonesia,.,.,.,.,BIONOTE. INC,"22, SAMSUNG 1-RO 4-GIL, HWASEONG-SI, GYEONGGI-DO,",South Korea,0.0,469256.85,USD,15.82,Kg.,20.0,Kg.,3213.0,MGM,MAB COVID-19 6B 40-5,0,BX,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,9570,Trade Atlas - 01-03-2022 - File ID 5382864280.xlsx,5,{'5': '1ea'},bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},0.5,20.0,20.0,270,462 | 463 | 900,462 | 463 | 900
