,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
285,2201,2202,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIGNOSTICS CORP,,United States,29852.7,32553.4,USD,63.19,Kg.,99.34,Kg.,0.0,,54.00 PC KIT COBAS LIAT SARS-COV-2/FLU,1,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2202,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,cobas | cobas | cobas,{'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},roche | roche | roche | roche | roche | roche | roche,{'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20},0.5,10.0,21.0,131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
286,2232,2233,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",GREGAN 101 CORPORATION,.,PH - Philippines,.,.,.,.,"INNOVITA (TANGSHAN) BIOLOGICAL TECHNOLOGY CO.,LTD. ",,China,27000.0,28912.1,USD,275.0,Kg.,301.0,Kg.,0.0,,20000PCS 2019 NCOV ANTIBODY TEST (COLLOIDAL GOLD),25,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2233,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"colloidal,antibody,2019,gold","{'antibody': 4, 'colloidal,2019,gold': '1ea'}","biological,tangshan,technology,innovita","{'tangshan': 20, 'innovita': 20, 'biological,technology': '1ea'}",2.3333333333333335,42.0,85.0,1097,6,6
287,2349,2350,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIGNOSTICS CORP,,United States,4712.9,5139.4,USD,1.36,Kg.,2.14,Kg.,0.0,,25.00 PC KIT COBAS LIAT SARS-COV-2/FLU CTL,1,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2350,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,cobas | cobas | cobas,{'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},roche | roche | roche | roche | roche | roche | roche,{'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20},0.5,10.0,21.0,131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
288,2419,2420,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ALLIED HOSPITAL SUPPLY INT'L. CORPORATION,"NO 6 LEONARD WOOD LOOP, BAGUIO CITY",PH - Philippines,0744425407,.,ANNE_MARIE_PH@YAHOO.COM,.,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,100000.0,117921.1,USD,2452.5,Kg.,2741.0,Kg.,0.0,,COVID 19 AG RAPID T DEVICE 25T NP,14,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2420,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"rapid,ag | rapid,ag | ag,rapid","{'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4} | {'ag': 4, 'rapid': 4}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",8.0,11.0,26.5,549 | 1122 | 156,835,835
289,2422,2423,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MACARE MEDICALS INC.,"67 A LUNA STREET BRGY BAGUMBUHAY PROJECT 4, QUEZON CITY",PH - Philippines,9135902,.,ACCOUNTING@MACARE-MEDICALS.COM,.,CEPHEID,,United States,3576.0,3844.8,USD,5.45,Kg.,6.06,Kg.,0.0,,24 XPRSARS-COV2-10 KIT XPRESS SARS COV 2 10 TEST,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2423,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"cov2,10,xpress","{'cov2,10,xpress': '1ea'}",cepheid,{'cepheid': 20},0.6,20.0,41.0,789,759,759
290,2430,2431,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIGNOSTICS CORP,,United States,2827.4,3083.2,USD,0.87,Kg.,6.08,Kg.,0.0,,15.00 PC KIT COBAS LIAT SARS-COV-2/FLU CTL,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2431,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,cobas | cobas | cobas,{'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},roche | roche | roche | roche | roche | roche | roche,{'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20} | {'roche': 20},0.5,10.0,21.0,131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
291,2444,2445,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MAN MEDICAL PHARMA AND DIAGNOSTICS,"31 APPLE ST. AIRPORT SUBD. PENGUE  RUYU TUGUEGARAO CITY, CAGAYAN",PH - Philippines,8069267,.,ALLAN@MEDTEK.COM.PH,.,INFOPIA CO. LTD,,South Korea,203640.0,215285.6,USD,276.5,Kg.,276.5,Kg.,0.0,," INFOPIA GENEFINDER  DIAGNOSTIC REAGENT: COVID-19 PLUS REALAMP KIT  IFMR-45  , HLA-ABCDRB1DQ EWALAMP KIT_ABF  IFMR-20",5,PACKAGE,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2445,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"genefinder,plus","{'genefinder': 20, 'plus': '1ea'}",co | co | co,{'co': '1ea'} | {'co': '1ea'} | {'co': '1ea'},21.0,0.5,21.0,926,520 | 903 | 956,926
292,2445,2446,2021-09-08 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ALLIED HOSPITAL SUPPLY INT'L. CORPORATION,"NO 6 LEONARD WOOD LOOP, BAGUIO CITY",PH - Philippines,0744425407,.,ANNE_MARIE_PH@YAHOO.COM,.,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,100000.0,117921.1,USD,2452.5,Kg.,2722.0,Kg.,0.0,,COVID 19 AG RAPID T DEVICE 25T NP,14,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2446,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"rapid,ag | rapid,ag | ag,rapid","{'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4} | {'ag': 4, 'rapid': 4}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",8.0,11.0,26.5,549 | 1122 | 156,835,835
293,2482,2483,2021-09-08 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,AITBIOTECH PTE LTD,,Singapore,600.0,642.9,USD,7.0,Kg.,8.0,Kg.,0.0,,5PCS ABTES QD COVID -19 QPCR KIT (20),0,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2483,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"qpcr,abtes","{'qpcr,abtes': '1ea'}",aitbiotech | aitbiotech,{'aitbiotech': 20} | {'aitbiotech': 20},2.0,3.3333333333333335,8.666666666666668,935,1269 | 1270,1269
294,2510,2511,2021-09-07 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",UC BIOSCIENCES INC.,"U-1904 THE ORIENT SQUARE F ORTIGAS JR RD ORTIGAS CENTER SAN ANTONIO, PASIG",PH - Philippines,7982408,.,UCBIOSCIENCES03@GMAIL.COM,.,HANGZHOU BIOTEST BIOTECH CO LTDLTD,,China,65000.0,71061.7,USD,603.9,Kg.,665.0,Kg.,0.0,,"28 CARTONS OF COVID-19 ANTIGEN RAPID TEST CASSETTE (NASOPHARYNGEAL SWAB) QUANTITY 50,000 PCS",28,,CFR,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2511,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"nasopharyngeal,cassette,rapid,swab,antigen","{'nasopharyngeal': 4, 'rapid': 4, 'swab': 4, 'antigen': 4, 'cassette': 1}","biotest,hangzhou,biotech | biotest,hangzhou,biotech","{'biotest_biotech': 20, 'hangzhou': 20} | {'biotest_biotech': 20, 'hangzhou': 20}",17.0,40.0,82.0,181,394 | 414,414
295,2527,2528,2021-09-07 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOLOGIC LIFE SCIENCES CORP.,.,PH - Philippines,.,.,.,.,BIONOTE INC.,,South Korea,30000.0,32255.6,USD,150.0,Kg.,179.0,Kg.,0.0,,NOWCHECK COVID-19 AG TEST (25TESTS/KIT),10,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2528,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"ag,nowcheck","{'nowcheck': 20, 'ag': 4}",bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},24.0,20.0,88.0,462,462 | 463 | 900,462
296,2547,2548,2021-09-07 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",SUNFU SOLUTIONS INC.,"UNIT 615 CITY AND LAND MEGAPLAZA ADB AVE  ORTIGAS CENTER SAN ANTONIO, PASIG CITY",PH - Philippines,026877194,.,INFO@SUNFUSOLUTIONS.NET,.,ABBOTT DIAGNOSTICS KOREA INC.,,South Korea,28125.0,30670.5,USD,143.0,Kg.,149.0,Kg.,0.0,,41FK10 PANBIO COVID 19 AG RAPID T DEVICE 25T NP 250 EA,1,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2548,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"ag,device,panbio,rapid","{'panbio': 20, 'ag': 4, 'rapid': 4, 'device': 1}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",14.5,11.0,41.33333333333333,484,835,835
297,2567,2568,2021-09-07 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ALLIED HOSPITAL SUPPLY INT'L. CORPORATION,"NO 6 LEONARD WOOD LOOP, BAGUIO CITY",PH - Philippines,0744425407,.,ANNE_MARIE_PH@YAHOO.COM,.,USTAR BIOTECHNOLOGIES HANGZHOU LTD,,China,16000.0,21116.5,USD,342.0,Kg.,380.0,Kg.,0.0,,DIAGNOSTIC KIT FOR NOVEL CORONAVIRUS 2019 NCOV,16,,CFR,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2568,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"2019,novel,coronavirus | 2019,ncov | diagnostic,2019,novel,coronavirus | 2019,ncov | 2019,novel,coronavirus | 2019,novel,coronavirus","{'2019,novel,coronavirus': '1ea'} | {'2019,ncov': '1ea'} | {'diagnostic,2019,novel,coronavirus': '1ea'} | {'2019,ncov': '1ea'} | {'2019,novel,coronavirus': '1ea'} | {'2019,novel,coronavirus': '1ea'}","hangzhou,ustar,biotechnologies | hangzhou,ustar,biotechnologies","{'hangzhou': 20, 'ustar': 20, 'biotechnologies': '1ea'} | {'hangzhou': 20, 'ustar': 20, 'biotechnologies': '1ea'}",1.0,20.5,42.0,977 | 1275 | 857 | 499 | 243 | 1054,239 | 250,239
298,2571,2572,2021-09-07 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",SUNFU SOLUTIONS INC.,"UNIT 615 CITY AND LAND MEGAPLAZA ADB AVE  ORTIGAS CENTER SAN ANTONIO, PASIG CITY",PH - Philippines,026877194,.,INFO@SUNFUSOLUTIONS.NET,.,ABBOTT DIAGNOSTICS KOREA INC.,,South Korea,337.5,368.1,USD,1.02,Kg.,2.0,Kg.,0.0,,41FK11 PANBIO COVID 19 AG RAPID T DEVICE 25T NS 3 EA,1,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2572,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"ag,device,panbio,rapid","{'panbio': 20, 'ag': 4, 'rapid': 4, 'device': 1}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",14.5,11.0,41.33333333333333,484,835,835
299,2598,2599,2021-09-07 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,LUMIQUICK DIAGNOSTICS INC,,United States,3600.0,4226.8,USD,86.88,Kg.,108.6,Kg.,0.0,,3000PCS QUICKPROFILE 2019-NCOV IGG/IGM TEST CARD,1,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2599,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"card,iggigm,quickprofile","{'quickprofile': 20, 'card': 0, 'iggigm': '1ea'}","lumiquick,diagnostics","{'lumiquick': 20, 'diagnostics': '1ea'}",10.5,21.0,62.0,1058,539,539
300,2719,2720,2021-09-06 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH,DOSLF ",,Germany,175145.6,187179.0,USD,671.33,Kg.,935.8,Kg.,0.0,,09327592043  SARS-COV-2 RAPID AG TEST 25T. VARIANT 2,31,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2720,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"rapid,ag | rapid,ag | ag,rapid","{'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4} | {'ag': 4, 'rapid': 4}","roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",8.0,21.0,46.0,549 | 1122 | 156,131 | 132 | 133 | 252 | 256 | 643 | 647,643
301,2752,2753,2021-09-06 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",TRULABORATORIES CORP.,"14 DETROIT ST., CUBAO, QUEZON CITY",PH - Philippines,024511965,.,SALES@TRULABORATORIES.COM,.,SDBIOSENSOR INC,,South Korea,40000.0,48854.4,USD,1733.0,Kg.,2067.33,Kg.,0.0,,STANDARD TM Q COVID-19 AG -4000,133,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2753,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"ag,standard | ag,standard | ag,standard | ag,standard | ag,standard","{'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4}",,,24.0,0.0,24.0,693 | 691 | 1048 | 1047 | 1215,,693 | 691 | 1048 | 1047 | 1215
302,2758,2759,2021-09-06 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",SUNFU SOLUTIONS INC.,"UNIT 615 CITY AND LAND MEGAPLAZA ADB AVE  ORTIGAS CENTER SAN ANTONIO, PASIG CITY",PH - Philippines,026877194,.,INFO@SUNFUSOLUTIONS.NET,.,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,800000.0,878000.0,USD,4395.0,Kg.,4694.0,Kg.,0.0,,41FK11 PANBIO COVID 19 AG RAPID T DEVICE 25T NS 8000 EA,21,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2759,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"ag,device,panbio,rapid","{'panbio': 20, 'ag': 4, 'rapid': 4, 'device': 1}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",14.5,11.0,41.33333333333333,484,835,835
303,2764,2765,2021-09-06 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH,DOSLF ",,Germany,175145.6,187179.0,USD,671.33,Kg.,940.0,Kg.,0.0,,09327592043  SARS-COV-2 RAPID AG TEST 25T. VARIANT 2,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2765,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"rapid,ag | rapid,ag | ag,rapid","{'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4} | {'ag': 4, 'rapid': 4}","roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",8.0,21.0,46.0,549 | 1122 | 156,131 | 132 | 133 | 252 | 256 | 643 | 647,643
304,2777,2778,2021-09-06 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",TRULABORATORIES CORP.,"14 DETROIT ST., CUBAO, QUEZON CITY",PH - Philippines,024511965,.,SALES@TRULABORATORIES.COM,.,SDBIOSENSOR INC,,South Korea,16000.0,19541.8,USD,640.0,Kg.,746.67,Kg.,0.0,,STANDARD TM Q COVID-19 AG NASAL-1600,54,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2778,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"ag,standard | ag,standard | ag,standard | ag,standard | ag,standard","{'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4} | {'standard': 20, 'ag': 4}",,,24.0,0.0,24.0,693 | 691 | 1048 | 1047 | 1215,,693 | 691 | 1048 | 1047 | 1215
305,2789,2790,2021-09-06 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",LINA FE J. YAP,.,PH - Philippines,.,.,.,.,PRIORITY MAIL EXPRESS,,Singapore,268.2,290.4,USD,2.44,Kg.,2.54,Kg.,0.0,,2 PCSCOVID-19 ANTIGEN SELF TEST-KIT,1,PACKAGE,DAP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2790,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,antigen | antigen,{'antigen': 4} | {'antigen': 4},,,4.0,0.0,4.0,44 | 187,,44 | 187
306,2790,2791,2021-09-06 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",OMNIBUS BIO-MEDICAL SYSTEMS INC.,"4TH FLOOR WILSON CORPORATE CENTER 225 WILSON STREET GREENHILLS, SAN JUAN CITY",PH - Philippines,7224607,.,VAN@OMNIBUS.PH,.,SANSURE BIOTECH INC.,,China,36450.0,40069.9,USD,437.0,Kg.,488.0,Kg.,0.0,,3645 PCS OF NOVEL CORONAVIRUS (2019-NCOV) NUCLEIC ACID DIAGNOSTIC KIT (PCR-FLUORESCENCE PROBING),19,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2791,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"diagnostic,nucleic,probing,novel,coronavirus,2019,fluorescence,acid | diagnostic,nucleic,probing,novel,coronavirus,2019,fluorescence,acid","{'diagnostic,nucleic,probing,novel,coronavirus,2019,fluorescence,acid': '1ea'} | {'diagnostic,nucleic,probing,novel,coronavirus,2019,fluorescence,acid': '1ea'}","biotech,sansure | biotech,sansure | biotech,sansure | biotech,sansure","{'sansure': 20, 'biotech': '1ea'} | {'sansure': 20, 'biotech': '1ea'} | {'sansure': 20, 'biotech': '1ea'} | {'sansure': 20, 'biotech': '1ea'}",8.0,21.0,44.0,447 | 1050,917 | 987 | 936 | 950,917 | 987
307,2791,2792,2021-09-06 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH,DOSLF ",,Germany,175145.6,187179.0,USD,671.33,Kg.,937.0,Kg.,0.0,,09327592043  SARS-COV-2 RAPID AG TEST 25T. VARIANT 2,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,2792,Trade Atlas - 01-03-2022 - File ID 5554621638.xlsx,"rapid,ag | rapid,ag | ag,rapid","{'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4} | {'ag': 4, 'rapid': 4}","roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",8.0,21.0,46.0,549 | 1122 | 156,131 | 132 | 133 | 252 | 256 | 643 | 647,643
