,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
487,487,14226,11-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,3570.8,0.0,USD,0.0,,0.0,,20.0,KG,KIT COBAS 68008800 SARSCOV2 RMC QTY 20 PCS BATCH NO H07962 MFG DT 17.4.21 EXP DT 31.3.22 EXEMPTION OF SRO CUSTOM DUTY 844 INCOME TAX 1008 AND SALES TAX 1007 SERIAL 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,488,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,131,"20,cobas","{'20,cobas': '1ea'}",2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics", |  |  |  |  |  | ,2.0,131
488,488,14245,11-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,519200.0,0.0,USD,0.0,,0.0,,100.0,KG,KIT COBAS 68008800 SARSCOV2 480T QTY 100 PCS BATCH NO H01397 MFG DT 2.3.21 EXP DT 31.1.22 EXEMPTION OF SRO CUSTOM DUTY 844 INCOME TAX 1008 AND SALES TAX 1007 SERIAL 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,489,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273 | 131 | 132 | 133,10 | cobas | cobas | cobas,{'10': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics", |  |  |  |  |  | ,1.0,131 | 132 | 133
489,489,14254,11-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCIENTIFIC SUPPLIES (PVT) LTD.,"57-A, Block-2, PECHS,",PK - Karachi,+92 2134555617,+92 2134557446,sskhi@cyber.net.pk,www.scientific supplies.com,SHAHGHAI ZJ BIO TECH CO LTD,,China,8850.0,0.0,USD,0.0,,0.0,,160.0,KG,NOVEL CORONA VIRUS 2019NCOV REALTIME MULTIPLEX RTPCR KIT QTY160 KITSTESTS PER KIT 25TESTSTOTAL 4000 TESTS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,490,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,1175 | 1437,"corona,virus | multiplex,realtime","{'corona,virus': '1ea'} | {'multiplex,realtime': '1ea'}",1.3333333333333333,447,"tech,bio",,0.16666666666666666,447
490,490,14302,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,TIB MOLBIOL,,Germany,1453.66,0.0,USD,0.0,,0.0,,5.0,KG,LIGHTMIX KIT SARBECOVIRUS SARSCOV2 QTY 5 PCS,0.0,,,,,,KPFI,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,491,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,270,5,{'5': '1ea'},0.0,,,,0.0,
491,491,14339,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,10090.6,0.0,USD,0.0,,0.0,,20.0,KG,ALNTY SARSCOV2 IGG 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,492,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1075,igg,"{'igg': 4, '': '1ea'}",1.8,484,"abbott,diagnostics,gmbh",,1.0,768 | 771
492,492,14352,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,469.46,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARS COV2 IGGII QUANT CALSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,493,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 1372,cov2 | cov2 | cov2,{'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'},1.8,484,"abbott,diagnostics,gmbh",,0.125,767 | 770
493,493,14363,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,United States,2688.4,0.0,USD,0.0,,0.0,,5.0,KG,KIT COBAS LIAT SARSCOV2 QTY 5 PCS BATCH NO. 10524U MFG DT. 24.05.2021 EXP DT. 30.04.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,494,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,270 | 131 | 132 | 133,5 | cobas | cobas | cobas,{'5': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,1.0,131 | 132 | 133
494,494,14368,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,115.44,0.0,USD,0.0,,0.0,,6.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 6 PCS BATCH NO. 55479701 MFG DT. 18.05.2021 EXP DT. 31.01.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,495,Pakistan Trade Atlas All 2021 HS 382200.csv,10.0,256 | 777,elecsys | elecsys,"{'elecsys': 20, '': '1ea'} | {'elecsys': 20, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,20.0,256 | 893 | 911
495,495,14375,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,225.2,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARSCOVID2 CTL OUSCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,496,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.8,484,"abbott,diagnostics,gmbh",,0.0,
496,496,14398,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABDUL WALI KHAN UNIVERSITY,,PK - Pakistan,.,.,.,.,ADIPOGEN AG,,Switzerland,745.0,0.0,USD,0.0,,0.0,,2.7,KG,COV2 UBGUBUTIR SCREEBUBG JUT KIT BI  J6412011  REF.NO.AG48B0001K101  EXP DATE 31122021 ADIPOGEN BRAND  QTY01 KIT PACKED WITH ICE   WEIGHT2.7 KGS GROSS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,497,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 1372,cov2 | cov2 | cov2,{'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'},0.5,609 | 635 | 584,ag | ag | ag, |  | ,0.0,
497,497,14454,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,19001.75,0.0,USD,0.0,,0.0,,25.0,KG,ANTISARSCOV2 S ELECSYS COBAS E 200 QTY 25 PCS BATCH NO. 55435901 MFG DT. 20.05.2021 EXP DT. 31.01.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,498,Pakistan Trade Atlas All 2021 HS 382200.csv,10.0,256 | 777,elecsys | elecsys,"{'elecsys': 20, '': '1ea'} | {'elecsys': 20, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,20.0,256 | 893 | 911
498,498,14491,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,2019NCOV IGM ANTIBODY TEST LATERAL FLOW METHOD,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,499,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1076,igm,"{'igm': 4, '': '1ea'}",3.0,158 | 112 | 113 | 824 | 859 | 792 | 281,"biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo", |  |  |  |  |  | ,5.0625,604
499,499,14510,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,285.92,0.0,USD,0.0,,0.0,,8.0,KG,ANTISARSCOV2 PC ELECSYS QTY 8 PCS BATCH NO. 56229201 MFG DT. 01.06.2021 EXP DT. 30.09.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,500,Pakistan Trade Atlas All 2021 HS 382200.csv,10.0,256 | 777,elecsys | elecsys,"{'elecsys': 20, '': '1ea'} | {'elecsys': 20, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,20.0,256 | 893 | 911
500,500,14517,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,189.03,0.0,USD,0.0,,0.0,,3.0,KG,ARC SARSCOVID2 CTL OUSCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,501,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.8,484,"abbott,diagnostics,gmbh",,0.0,
501,501,14527,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,177.36,0.0,USD,0.0,,0.0,,6.0,KG,ANTISARSCOV2 S CS ELECSYS QTY 6 PCS BATCH NO. 52118901 MFG DT. 16.04.2021 EXP DT. 31.10.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,502,Pakistan Trade Atlas All 2021 HS 382200.csv,10.0,256 | 777,elecsys | elecsys,"{'elecsys': 20, '': '1ea'} | {'elecsys': 20, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,20.0,256 | 893 | 911
502,502,14538,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,4288.6,0.0,USD,0.0,,0.0,,20.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 20 PCS BATCH NO. 56426001 MFG DT. 15.06.2021 EXP DT. 30.09.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,503,Pakistan Trade Atlas All 2021 HS 382200.csv,10.0,256 | 777,elecsys | elecsys,"{'elecsys': 20, '': '1ea'} | {'elecsys': 20, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,20.0,256 | 893 | 911
503,503,14543,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,114900.0,0.0,USD,0.0,,0.0,,1200.0,KG,PANBIO COVID19 AG RAPID T DEVICE 25T NP 41FK10,0.0,,,,,,KPFI,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,504,Pakistan Trade Atlas All 2021 HS 382200.csv,6.666666666666667,1213,panbio,"{'panbio': 20, '': '1ea'}",2.25,835,"abbott,korea,diagnostics",,10.875,835
504,504,14553,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,80.8,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,505,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.8,484,"abbott,diagnostics,gmbh",,0.0,
505,505,14598,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,280.8,0.0,USD,0.0,,0.0,,5.0,KG,SARSCOV2 ANTIGEN CONTROL QTY 5 PCS BATCH NO CT3520111 MFG DT 25.11.20 EXP DT 8.5.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,506,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,44 | 187,antigen | antigen,"{'antigen': 4, '': '1ea'} | {'antigen': 4, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,4.0,256 | 643
506,506,14626,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,KOGENEBIOTECH CO   LTD,,South Korea,30175.0,0.0,USD,0.0,,0.0,,50.0,KG,DIAGNOSTIC REAGENT SARS COVID2 PCR KIT AS PER INVOICE,0.0,,,,,,LPAF,,,,0.0,,,,,,,,,,,507,Pakistan Trade Atlas All 2021 HS 382200.csv,2.0,1399,reagent,"{'reagent': 4, '': '1ea'}",0.5,520 | 903 | 956,co | co | co, |  | ,0.0,
507,507,14637,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,18919.5,0.0,USD,0.0,,0.0,,75.0,KG,ARC SARSCOVID2 IGG 100T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,508,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1075,igg,"{'igg': 4, '': '1ea'}",1.8,484,"abbott,diagnostics,gmbh",,1.0,768 | 771
508,508,14664,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,2019NCOV RBD ANTIBODY RAPID TEST,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,509,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1173 | 1099,"rapid | rapid,antibody","{'rapid': 4, '': '1ea'} | {'rapid': 4, 'antibody': 4, '': '1ea'}",3.0,158 | 112 | 113 | 824 | 859 | 792 | 281,"biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo | biotech,guangzhou,wondfo", |  |  |  |  |  | ,4.0,158
509,509,14686,09-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,111.38,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,510,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.8,484,"abbott,diagnostics,gmbh",,0.0,
510,510,14713,07-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,269632.0,0.0,USD,0.0,,0.0,,2816.0,KG,PANBIO COVID19 AG RAPID T DEVICE 25T NP 41FK10,0.0,,,,,,KPFI,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,511,Pakistan Trade Atlas All 2021 HS 382200.csv,6.666666666666667,1213,panbio,"{'panbio': 20, '': '1ea'}",2.25,835,"abbott,korea,diagnostics",,10.875,835
511,511,14717,07-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABON BIOPHARM HANGSHOU CO LTD,,China,12114.0,0.0,USD,0.0,,0.0,,200.0,KG,PANBIO COVID19 IgGIgM RAPID DEVICE 25T ICOT40203,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,512,Pakistan Trade Atlas All 2021 HS 382200.csv,6.666666666666667,1213,panbio,"{'panbio': 20, '': '1ea'}",1.3333333333333333,843,"abon,biopharm",,4.333333333333333,843
512,512,14798,05-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,1161.11,0.0,USD,0.0,,0.0,,10.0,KG,BOSPHORE SARS COV2 VARIANT DETECTION KIT V4 25RXNBOX QTY 10 BOX,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,513,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273 | 328 | 925 | 245 | 164 | 1020 | 433 | 968 | 251 | 1347 | 1352 | 546 | 1238 | 1372 | 1133 | 150 | 1070 | 362 | 1021,10 | detection | detection | detection | detection | detection | detection | detection | detection | cov2 | detection | detection | cov2 | cov2 | detection | detection | detection | detection | detection,"{'10': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'cov2': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'}",0.0,,,,0.0,
513,513,14819,05-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,3166.67,0.0,USD,0.0,,0.0,,15.0,KG,BOSPHORE SARSCOV2 VARIANT DETECTION KIT V4 950RXNBOX QTY 15 BOX,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,514,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,328 | 925 | 245 | 164 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021,detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection,"{'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'}",0.0,,,,0.0,
514,514,14822,05-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,1055.56,0.0,USD,0.0,,0.0,,10.0,KG,QUANTIPHORE SARSCOV2 DETECTION KIT V5 50 RXNBOX QTY 10 BOX,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,515,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273 | 328 | 925 | 245 | 164 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021,10 | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection,"{'10': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'}",0.0,,,,0.0,
