level_0,index,NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS,SOURCE_DATA_ROW,SOURCE_FILE_NAME,T,TES,TEST,BOX,CASSETTES,RXN,RNX,REACTION,KIT,PCS,PCE,STRIP,PDC,PDC_SPLIT,words,refined_words,REQUIRES_MANUAL_VERIFICATION,test_quantity,test_quantity_final,Auto_Data_Quality_index,Test_Type,Date,USD,IDR,JPY,CNY,AUD,GBP,EUR,SGD,VND,IMPORT_VALUE_CIF_USD,VOLUME1_PCE,VOLUME2_BOX,PER_PCE_GROSS_WEIGHT,PER_BOX_GROSS_WEIGHT,PER_PCE_NET_WEIGHT,PER_BOX_NET_WEIGHT,PER_PCE_UNIT_PRICE,PER_BOX_UNIT_PRICE,NEW_QUANTITY_UNIT,EQUAL_VOLUMES,PCE_NET_WEIGHT_CHECK,PCE_GROSS_WEIGHT_CHECK,BOX_NET_WEIGHT_CHECK,BOX_GROSS_WEIGHT_CHECK,PCE_PRICE_CHECK,BOX_PRICE_CHECK,DQI,QUANTITY_UNIT_FINAL,PCE_COUNT_IGNORE,BOX_COUNT_IGNORE,PDC_NEW_DF,MERGE_KEY,Count Data,Source: GF,Source: Path,Type of Test,Unique Identifier,Merged Unique ID,Manufacturer Product Catalogue number,"Product Name
(IVD product)",Product name- Special characters removed,product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Manufacturer HQ location- PATH,Manufactuer location- ADP ,Consolidated HQ Manufacturer Location [Info from Column I and J] (PATH Manufactuer HQ & ADP Manufacturer HQ),Phase ,Total SRA Criteria Eligibility ,Comments ,CE-IVD ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,IFU Link , IFU link Combined sources [Info from Column P&Q] (IFU links from ADP COVID-19 DPR & PATH),"Global Fund-Reference price per pack EXW, USD",ADP- Indicative purchase pricing (per test),"Global Fund- Reference price per test EXW, USD",Consolidated price per test (Global Fund- Reference price per test + ADP- Indicative purchase pricing (per test),Pakistan Merged ID,India Merged ID,Indonesia Merged ID,South Africa Merged ID,Philippines Merged ID,SRA Approval,PDC_NEW_MRL,product_match,MATCH_PERCENT,MRL_CHECK,DQI_FINAL,UNIQUE_ID_PULL,UNIT_PRICE_MATCH,REFERENCE_DETAIL_CLEAN,REFERENCE_DETAIL_MATCH
2130,2130,1068,2021-03-25 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,850.89,USD,5.98,Kg.,2222.0,Kg.,6.0,EA,6R9122 ALINITY SARS-COV -2 IGM 200T OUS,0,PK,0,0,0,0,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,0,0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2131,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6R9122 ALINITY SARSCOV 2 IGM 200T OUS,"['6R9122', 'ALINITY', 'SARSCOV', '2', 'IGM', '200T', 'OUS']","['6R9122', '2', '200T']","['2', '200T']",,['200'],200.0,Keyword and Value both are present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-03-25,1.0,6.93e-05,0.0091666,0.1528351,0.7590709,1.3711778,1.1802195,0.7423354,4.33e-05,850.89,6.0,1200.0,370.3333333333333,1.8516666666666666,0.9966666666666667,0.0049833333333333335,141.815,0.709075,['BOX'],0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BOX,0,1,6R9122 ALINITY SARSCOV 2 IGM 200T OUS,819,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,25,,,,0
2132,2132,1112,2021-03-25 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,2013.32,USD,14.16,Kg.,2222.0,Kg.,10.0,EA,6S6022 ARC SARS-COV -2 IGGII QUANT 100T,0,PK,0,0,0,0,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,0,0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6S6022 ARC SARSCOV 2 IGGII QUANT 100T,"['6S6022', 'ARC', 'SARSCOV', '2', 'IGGII', 'QUANT', '100T']","['6S6022', '2', '100T']","['2', '100T']",,['100'],100.0,Keyword and Value both are present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-03-25,1.0,6.93e-05,0.0091666,0.1528351,0.7590709,1.3711778,1.1802195,0.7423354,4.33e-05,2013.32,10.0,1000.0,222.2,2.222,1.416,0.01416,201.332,2.0133199999999998,"['BOX', 'BOX']",0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,BOX,0,2,6S6022 ARC SARSCOV 2 IGGII QUANT 100T,820,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,50,,,,0
2133,2133,1160,2021-03-25 03:00:00,38220090,Lain-lain,PT. INDO GLOBAL KARBON,"GEDUNG STC SENAYAN LT.2 RUANG 35 JL. ASIA AFRIKA PINTU IX, KEL. GELORA",ID - Indonesia,.,.,.,.,CHENGDU WHEELER TECHNOLOGY CO LTD,C-O CHINA FREIGHT HK LTD 12F TOWER 2 MAGNET PLACE,Hong Kong,0.0,200.0,USD,4.68,Kg.,5.5,Kg.,15.0,KT,SARS-COV-2 ANTIGEN RAPID TEST CASSETTE (COLLOIDAL GOLD),1,CT,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,CATHAY PACIFIC,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2134,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS ANTIGEN RAPID TEST CASSETTE COLLOIDAL GOLD,"['SARS', 'ANTIGEN', 'RAPID', 'TEST', 'CASSETTE', 'COLLOIDAL', 'GOLD']",[],[],1,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-03-25,1.0,6.93e-05,0.0091666,0.1528351,0.7590709,1.3711778,1.1802195,0.7423354,4.33e-05,200.0,15.0,15.0,0.36666666666666664,0.36666666666666664,0.312,0.312,13.333333333333334,13.333333333333334,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,SARSCOV2 ANTIGEN RAPID TEST CASSETTE COLLOIDAL GOLD,821,22.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,617.0,617,,SARS-CoV-2 Antigen Rapid Test Cassette for Self-Testing (CE1434 OTC) (Nasal Swab),SARSCoV2AntigenRapidTestCassetteforSelfTestingCE1434OTCNasalSwab,antigen rapid  cassette self ing ce1434 otc nasal swab,nan,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech,China,,China,Test in development or commercialized,,,,False,False,False,False,False,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,,SARSCOV2 ANTIGEN RAPID TEST CASSETTE COLLOIDAL GOLD,SARSCOV2 ANTIGEN RAPID TEST CASSETTE FOR SELFTESTING CE1434 OTC NASAL SWAB,0.672,0,0,,,,0
2138,2138,1352,2021-03-24 03:00:00,38220090,Lain-lain,PT. HARSEN LABORATORIES,"JL. RAYA BOGOR KM 24,6 SUSUKAN - CIRACAS JAKARTA TIMUR 13750",ID - Indonesia,.,.,.,.,MEDCAPTAIN MEDICAL TECHNOLOGY (HONG KONG,"RM 1007,10/F., HO KING COMMERCIAL CTR., NO, 2-16 F",Hong Kong,0.0,50.0,USD,2.75,Kg.,44.0,Kg.,5.0,BX,SARS-COV-2 IGG (CLIA),0,PK,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,CATHAY PACIFIC,0,0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS IGG CLIA,"['SARS', 'IGG', 'CLIA']",[],[],,[],1.0,No Keyword present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-03-24,1.0,6.92e-05,0.0091952,0.153306,0.7613247,1.3709899,1.1824524,0.7429421,4.33e-05,50.0,5.0,5.0,8.8,8.8,0.55,0.55,10.0,10.0,"['PCE', 'BOX']",1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,PCE,1,0,SARSCOV2 IGG CLIA,822,22.0,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1190.0,1190,C86095G-20200206 C86095G-20200210,SARS-CoV-2 IgG CLIA,SARSCoV2IgGCLIA,igg clia,nan,"YHLO iFlash, China",yhlo iflash china,,,,,TGA,,,False,False,False,False,True,,,,,,,,,IND0250,,,,Yes,SARSCOV2 IGG CLIA,SARSCOV2 IGG CLIA,1.0,1,50,1190.0,,,0
2142,2142,1528,2021-03-24 03:00:00,38220090,Lain-lain,PT. HARSEN LABORATORIES,"JL. RAYA BOGOR KM 24,6 SUSUKAN - CIRACAS JAKARTA TIMUR 13750",ID - Indonesia,.,.,.,.,MEDCAPTAIN MEDICAL TECHNOLOGY (HONG KONG,"RM 1007,10/F., HO KING COMMERCIAL CTR., NO, 2-16 F",Hong Kong,0.0,50.0,USD,2.75,Kg.,44.0,Kg.,5.0,BX,SARS-COV-2 IGM (CLIA),0,PK,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,CATHAY PACIFIC,0,0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS IGM CLIA,"['SARS', 'IGM', 'CLIA']",[],[],,[],1.0,No Keyword present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-03-24,1.0,6.92e-05,0.0091952,0.153306,0.7613247,1.3709899,1.1824524,0.7429421,4.33e-05,50.0,5.0,5.0,8.8,8.8,0.55,0.55,10.0,10.0,"['PCE', 'BOX']",1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,PCE,1,0,SARSCOV2 IGM CLIA,823,22.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,602.0,602,,SARS-CoV-2 Ag LF,SARSCoV2AgLF,ag lf,nan,ADVAGEN BIOTECH LTDA - BRAZIL,advagen biotech  brazil,Brazil,,Brazil,Test approved by one or more regulatory bodies,,,,False,False,False,False,False,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,,SARSCOV2 IGM CLIA,SARSCOV2 AG LF,0.7741935483870968,1,50,602.0,,,0
2148,2148,1827,2021-03-23 03:00:00,38220020,"Kertas karton, gumpalan selulosa dan jaringan dari serat selulosa diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. LANGIT PANDU ANUGERAH,THE BELLEZZA GAPURA PRIMA OFFICE TOWER LANTAI 23 NOMOR 34 JALAN LETJEN,ID - Indonesia,.,.,.,.,"ZEUS LTG CO.,LTD.","66, CHUANGMIN-RO, SONGPA-GU, SEOUL, KOREA",South Korea,0.0,1809.0,USD,15.48,Kg.,16.0,Kg.,600.0,PCE,EXDIA COVID-19 AG(20PCS/BOX),0,PK,0,0,0,0,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149,Indonesia 2021-version-13.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,EXDIA AG20PCSBOX,"['EXDIA', 'AG20PCSBOX']",['AG20PCSBOX'],['AG20PCSBOX'],,['20'],20.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-03-23,1.0,6.95e-05,0.0092123,0.1535933,0.7671065,1.3785498,1.1883541,0.744768,4.33e-05,1809.0,600.0,12000.0,0.02666666666666667,0.0013333333333333333,0.0258,0.0012900000000000001,3.015,0.15075,"['PCE', 'PCE', 'PCE']",0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,PCE,3,0,EXDIA COVID19 AG20PCSBOX,824,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
2150,2150,1934,2021-03-23 03:00:00,38220090,Lain-lain,PT. NUSANTARA BINA DIAGNOSTIKA,"PERTOKOAN BALI VIEW NO 35, JL RAJAWALI, KEC. PISANGAN CIPUTAT TIMUR, K",ID - Indonesia,.,.,.,.,DIASORIN SPA,VIA CRESCENTINO SNC SALUGGIA VI 13040 IT,Italy,0.0,1312.46,EUR,5.31,Kg.,379.7,Kg.,5.0,NIU,LIAISON SARS-COV-2 S1/S2 IGG -,0,PK,0,0,0,0,SOEKARNO-HATTA (U),MILANO,ETIHAD AIRWAYS,0,0,0.0,0.0,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIAISON SARS S1S2 IGG ,"['LIAISON', 'SARS', 'S1S2', 'IGG']",['S1S2'],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-03-23,1.0,6.95e-05,0.0092123,0.1535933,0.7671065,1.3785498,1.1883541,0.744768,4.33e-05,1559.667222086,5.0,5.0,75.94,75.94,1.0619999999999998,1.0619999999999998,311.9334444172,311.9334444172,[],1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,LIAISON SARSCOV2 S1S2 IGG ,825,20.0,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,780.0,780,,Liaison SARS CoV-2S1/S2 IgG (Kit),,liaison  s1s2 igg,nan,"DiaSorin S.p.A Via Crescentino, snc 13040 Saluggia (VC) Italy",diasorin spa via crescentino snc 13040 saluggia vc italy,,,,,TGA,,,False,False,False,False,True,,,,,,,,PKS0009,,,,PHL0127,Yes,LIAISON SARSCOV2 S1S2 IGG ,LIAISON SARS COV2S1S2 IGG KIT,0.9090909090909091,1,25,780.0,,,0
2153,2153,1977,2021-03-23 03:00:00,38220090,Lain-lain,PT. NUSANTARA BINA DIAGNOSTIKA,"PERTOKOAN BALI VIEW NO 35, JL RAJAWALI, KEC. PISANGAN CIPUTAT TIMUR, K",ID - Indonesia,.,.,.,.,DIASORIN SPA,VIA CRESCENTINO SNC SALUGGIA VI 13040 IT,Italy,0.0,262.5,EUR,1.06,Kg.,379.7,Kg.,1.0,NIU,LIAISON SARS-COV-2 S1/S2 IGG -,0,PK,0,0,0,0,SOEKARNO-HATTA (U),MILANO,ETIHAD AIRWAYS,0,0,0.0,0.0,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIAISON SARS S1S2 IGG ,"['LIAISON', 'SARS', 'S1S2', 'IGG']",['S1S2'],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-03-23,1.0,6.95e-05,0.0092123,0.1535933,0.7671065,1.3785498,1.1883541,0.744768,4.33e-05,311.94295124999996,1.0,1.0,379.7,379.7,1.06,1.06,311.94295124999996,311.94295124999996,[],1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,LIAISON SARSCOV2 S1S2 IGG ,826,20.0,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,780.0,780,,Liaison SARS CoV-2S1/S2 IgG (Kit),,liaison  s1s2 igg,nan,"DiaSorin S.p.A Via Crescentino, snc 13040 Saluggia (VC) Italy",diasorin spa via crescentino snc 13040 saluggia vc italy,,,,,TGA,,,False,False,False,False,True,,,,,,,,PKS0009,,,,PHL0127,Yes,LIAISON SARSCOV2 S1S2 IGG ,LIAISON SARS COV2S1S2 IGG KIT,0.9090909090909091,1,25,780.0,,,0
2161,2161,2039,2021-03-22 03:00:00,38220090,Lain-lain,PT. ALERE HEALTH,"K-LINK TOWER LANTAI 18 ZONA D,E,DAN F JL.GATOT SUBROTO KAV.59A RT/RW 0",ID - Indonesia,.,.,.,.,ABBOTT RAPID DX INTERNATIONAL LIMITED,PARKMORE EAST BUSINESS PARK BALLYBRIT GALWAY GW,Ireland,0.0,6010860000.0,IDR,2339.58,Kg.,2430.0,Kg.,4288.0,EA,PANBIO COVID-19 AG RAPID T DEVICE 25T NP BAIK/BARU,0,PK,0,0,0,0,SOEKARNO-HATTA (U),INCHEON,KOREAN AIR,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PANBIO AG RAPID T DEVICE 25T NP BAIKBARU,"['PANBIO', 'AG', 'RAPID', 'T', 'DEVICE', '25T', 'NP', 'BAIKBARU']",['25T'],['25T'],,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-03-22,1.0,6.94e-05,0.0091901,0.1537208,0.7744134,1.3829346,1.1926058,0.7457678,4.33e-05,417153.68400000007,4288.0,107200.0,0.5666977611940298,0.022667910447761196,0.5456110074626865,0.021824440298507462,97.28397481343285,3.891358992537314,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,BOX,0,3,PANBIO COVID19 AG RAPID T DEVICE 25T NP BAIKBARU,827,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
2166,2166,2172,2021-03-22 03:00:00,38220090,Lain-lain,PT. ALERE HEALTH,"K-LINK TOWER LANTAI 18 ZONA D,E,DAN F JL.GATOT SUBROTO KAV.59A RT/RW 0",ID - Indonesia,.,.,.,.,ABBOTT RAPID DX INTERNATIONAL LIMITED,PARKMORE EAST BUSINESS PARK BALLYBRIT GALWAY GW,Ireland,0.0,6459430000.0,IDR,2504.0,Kg.,2504.0,Kg.,4608.0,EA,PANBIO COVID-19 AG RAPID T DEVICE 25T NP BAIK/BARU,0,PK,0,0,0,0,SOEKARNO-HATTA (U),INCHEON,KOREAN AIR,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PANBIO AG RAPID T DEVICE 25T NP BAIKBARU,"['PANBIO', 'AG', 'RAPID', 'T', 'DEVICE', '25T', 'NP', 'BAIKBARU']",['25T'],['25T'],,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-03-22,1.0,6.94e-05,0.0091901,0.1537208,0.7744134,1.3829346,1.1926058,0.7457678,4.33e-05,448284.44200000004,4608.0,115200.0,0.5434027777777778,0.021736111111111112,0.5434027777777778,0.021736111111111112,97.28395008680556,3.8913580034722224,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,BOX,0,3,PANBIO COVID19 AG RAPID T DEVICE 25T NP BAIKBARU,828,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
2172,2172,2377,2021-03-19 03:00:00,38220090,Lain-lain,PT. ALERE HEALTH,"K-LINK TOWER LANTAI 18 ZONA D,E,DAN F JL.GATOT SUBROTO KAV.59A RT/RW 0",ID - Indonesia,.,.,.,.,ABBOTT RAPID DX INTERNATIONAL LIMITED,PARKMORE EAST BUSINESS PARK BALLYBRIT GALWAY GW,Ireland,0.0,38756600000.0,IDR,14921.0,Kg.,14921.0,Kg.,27648.0,EA,PANBIO COVID-19 AG RAPID T DEVICE 25T NP BAIK/BARU,0,PK,0,0,0,0,SOEKARNO-HATTA (U),INCHEON,KOREAN AIR,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PANBIO AG RAPID T DEVICE 25T NP BAIKBARU,"['PANBIO', 'AG', 'RAPID', 'T', 'DEVICE', '25T', 'NP', 'BAIKBARU']",['25T'],['25T'],,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-03-19,1.0,6.94e-05,0.0091794,0.1536051,0.773874,1.3865779,1.1890606,0.7446016,4.33e-05,2689708.04,27648.0,691200.0,0.5396773726851852,0.021587094907407407,0.5396773726851852,0.021587094907407407,97.28400028935185,3.8913600115740743,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,BOX,0,3,PANBIO COVID19 AG RAPID T DEVICE 25T NP BAIKBARU,829,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
2173,2173,2381,2021-03-19 03:00:00,38220090,Lain-lain,PT. KIRANA JAYA LESTARI,"JL. TANAH ABANG II NO.37, PETOJO SELATAN, GAMBIR, JAKARTA PUSAT, DKI J",ID - Indonesia,.,.,.,.,"VIVACHEK BIOTECH (HANGZHOU) CO.,LTD","LVL 2,BLOCK 2,146 EAST CHAOFENG RD,YUHANG ZHEJIANG",China,0.0,21.01,USD,126.0,Kg.,8353.0,Kg.,2000.0,PCE,"VIVADIAG SARS-COV-2 AG RAPID TEST : REPLACEMENT BOX (FOC), KONDISI : BAIK/BARU REPLACEMENT",6,CT,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,GARUDA INDONESIA,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174,Indonesia 2021-version-13.csv,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIVADIAG SARS AG RAPID TEST REPLACEMENT BOX FOC KONDISI BAIKBARU REPLACEMENT,"['VIVADIAG', 'SARS', 'AG', 'RAPID', 'TEST', 'REPLACEMENT', 'BOX', 'FOC', 'KONDISI', 'BAIKBARU', 'REPLACEMENT']",[],[],1,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-03-19,1.0,6.94e-05,0.0091794,0.1536051,0.773874,1.3865779,1.1890606,0.7446016,4.33e-05,21.01,2000.0,2000.0,4.1765,4.1765,0.063,0.063,0.010505,0.010505,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,VIVADIAG SARSCOV2 AG RAPID TEST REPLACEMENT BOX FOC KONDISI BAIKBARU REPLACEMENT,830,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
2174,2174,2383,2021-03-19 03:00:00,38220090,Lain-lain,PT. FA ANTARES MEDIKA,"RUKO GOLDEN BOULEVARD BLOK I NO.7,LENGKONG KARYA SERPONG UTARA,TANGERA",ID - Indonesia,.,.,.,.,"BEIJING BEIER BIOENGINEERING CO., LTD","99 Chuangxin Road, Lucheng Industrial Zone, D,axing District, Beijing,",China,0.0,28944.9,USD,135.0,Kg.,166.1,Kg.,10000.0,PCE,COVID-19 ANTIGEN RAPID TEST KIT (20T),0,PK,0,0,0,0,SOEKARNO-HATTA (U),CAPITAL INTERNATIONAL APT/BEIJING,SINGAPORE AIRLINE,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175,Indonesia 2021-version-13.csv,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, ANTIGEN RAPID TEST KIT 20T,"['ANTIGEN', 'RAPID', 'TEST', 'KIT', '20T']",['20T'],['20T'],,['20'],20.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-03-19,1.0,6.94e-05,0.0091794,0.1536051,0.773874,1.3865779,1.1890606,0.7446016,4.33e-05,28944.9,10000.0,200000.0,0.01661,0.0008305,0.0135,0.000675,2.8944900000000002,0.1447245,"['PCE', 'PCE', 'PCE']",0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,PCE,3,0,COVID19 ANTIGEN RAPID TEST KIT 20T,831,21.0,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1164.0,1164,COV-002,COVID 19 IgM/IgG Rapid Test Kit (ver 2.0),COVID19IgMIgGRapidTestKitver2.0,igmigg rapid  ver 20,nan,"Medsource Ozone Biomedicals, Haryana, India",medsource ozone biomedicalsharyana india,,,,,,,,False,False,False,False,False,,,,,,,,,IND0224,,,,,COVID19 ANTIGEN RAPID TEST KIT 20T,COVID 19 IGMIGG RAPID TEST KIT VER 20,0.7887323943661971,1,100,1164.0,,,0
