no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
3200,2021-09-02 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOSITE MEDICAL INSTRUMENTS,"512 A MANGA ST JUNA SUBD MATINA, DAVAO CITY",PH - Philippines,0822956420,.,BMII.IMPORT@GMAIL.COM,.,SHENZHEN FEIYA BIOMEDICAL TECHNOLOGY CO LTD,,China,4800.0,5423.1,USD,89.0,Kg.,96.0,Kg.,0.0,,SARS COV2 ANTIGEN  TEST KIT 4000pcs,7,,FOB,,,,PORT OF CLARK,,,,0,,,,,,,,,,,319,Philippines 2021-version9-tiers.csv
3231,2021-09-02 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",WILFREDO VELASCO,.,PH - Philippines,.,.,.,.,ARLENE HOPKINS,,United States,204.0,297.2,USD,3.01,Kg.,3.01,Kg.,0.0,,12 PCS BINAX COVID HOME TEST KITS,0,PACKAGE,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,320,Philippines 2021-version9-tiers.csv
3243,2021-09-02 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIAGNOSTICS DOSLF,,Germany,12331.7,12986.3,USD,13.91,Kg.,28.84,Kg.,0.0,,09289267190  ANTI-SARS-COV-2 S ELECSYS COBAS E 200,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,321,Philippines 2021-version9-tiers.csv
3338,2021-09-01 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",BREEZMAN MARKETING,"35 KATANGIAN STREET BATASAN HILLS, QUEZON CITY",PH - Philippines,4040272,.,BREEZMANMARKETING@GMAIL.COM,.,SUGENTECH INC,,South Korea,6325.0,7743.3,USD,193.2,Kg.,276.0,Kg.,0.0,,"5,500PCS SGTI-FLEX COVID-19 AG",21,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,322,Philippines 2021-version9-tiers.csv
3370,2021-09-01 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",BREEZMAN MARKETING,"35 KATANGIAN STREET BATASAN HILLS, QUEZON CITY",PH - Philippines,4040272,.,BREEZMANMARKETING@GMAIL.COM,.,ZHENJIANG FAIRTRADE E COMMERCE CO LTD,,China,7920.0,10391.6,USD,248.5,Kg.,355.0,Kg.,0.0,,"7,200PCS COVID-19 ANTIGEN RAPID TEST (LATEX)",25,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,323,Philippines 2021-version9-tiers.csv
3376,2021-09-01 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",BREEZMAN MARKETING,"35 KATANGIAN STREET BATASAN HILLS, QUEZON CITY",PH - Philippines,4040272,.,BREEZMANMARKETING@GMAIL.COM,.,HANGZHOU CLONGENE BIOTECH CO LTD,,China,8250.0,10219.5,USD,251.3,Kg.,359.0,Kg.,0.0,,"7,500PCS CLONGENE COVID-19 ANTIGEN RAPID TEST CASSETTE (LATERAL FLOW)",20,,CFR,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,324,Philippines 2021-version9-tiers.csv
3459,2021-08-31 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,AITBIOTECH PTE LTD,,Singapore,72600.0,77226.5,USD,63.0,Kg.,70.0,Kg.,0.0,,220PCS ABTES COVID-19 QPCR I KIT (100),2,,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,325,Philippines 2021-version9-tiers.csv
3494,2021-08-31 03:00:00,38220090000,Other,BUSINESS BEYOND LIMITS OPC,.,PH - Philippines,.,.,.,.,SHINING GREEN GMBH,,Hong Kong,750000.0,780538.0,USD,78.0,Kg.,410.0,Kg.,0.0,,"3000 SETS, REAL-TIME FLUORESCENT RT-PCR KIT FOR DETECTING 2019-NCOV",3,,CIF,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,326,Philippines 2021-version9-tiers.csv
3598,2021-08-31 03:00:00,38220090000,Other,ASHLAR CONSUMER GOOD TRADING,.,PH - Philippines,.,.,.,.,RICH TECH ETRADE LIMITED,,Hong Kong,500.0,541.6,USD,24.4,Kg.,24.5,Kg.,0.0,,1000 PCS SARS COV 2 ANTIGEN TEST,1,PACKAGE,DAP,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,327,Philippines 2021-version9-tiers.csv
3607,2021-08-31 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,LUMIQUICK DIAGNOSTICS INC,,United States,28500.0,31021.7,USD,122.4,Kg.,153.0,Kg.,0.0,,"15,000PCS COVID-19 ANTIGEN TEST STRIP",7,,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,328,Philippines 2021-version9-tiers.csv
3621,2021-08-31 03:00:00,38220090000,Other,ALLIED HOSPITAL SUPPLY INT'L. CORPORATION,"NO 6 LEONARD WOOD LOOP, BAGUIO CITY",PH - Philippines,0744425407,.,ANNE_MARIE_PH@YAHOO.COM,.,USTAR BIOTECHNOLOGIES HANGZHOU LTD,,China,6560.0,8225.9,USD,138.5,Kg.,150.0,Kg.,0.0,,DIAGNOSTIC KIT FOR NOVEL CORONAVIRUS 2019-NCOV,6,,CFR,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,329,Philippines 2021-version9-tiers.csv
3628,2021-08-31 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,BEIJING LEPU MEDICAL TECHNOLOGY CO LTD,,China,10000.0,12090.0,USD,267.0,Kg.,296.0,Kg.,0.0,,"10,000PCS 2019-NCOV ANTIGEN RAPID TEST KIT ( COLLOIDAL GOLD IMMUNOCHROMATOGRAPHY)",23,,CIF,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,330,Philippines 2021-version9-tiers.csv
3679,2021-08-27 03:00:00,38220090000,Other,BUSINESS BEYOND LIMITS OPC,.,PH - Philippines,.,.,.,.,SHINING GREEN GMBH,,Hong Kong,750000.0,780577.0,USD,78.0,Kg.,455.0,Kg.,0.0,,"3000 SETS, REAL-TIME FLUORESCENT RT-PCR KIT FOR DETECTING 2019-NCOV",4,,CIF,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,331,Philippines 2021-version9-tiers.csv
3693,2021-08-27 03:00:00,38220090000,Other,DAEWOONG PHARMA PHILIPPINES INC,"UNIT 1701 17/F ONE WORLD PLACE CONDO 32ND ST BGC FORT BONIFACIO, TAGUIG",PH - Philippines,028514663,.,BHINGDAYA@DAEWOONG.CO.KR,.,DAEWOONG PHARMACEUTICAL CO LTD,,South Korea,2516.0,2682.2,USD,1.0,Kg.,13.0,Kg.,0.0,,4 BOX U-TOP COVID-19 DETECTION KIT PLUS,0,,CIF,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,332,Philippines 2021-version9-tiers.csv
3826,2021-08-27 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",NIHON GARTER PHILIPPINES INC,"LOT 12 BLK 8 MAIN AVENUE CAVITE ECONOMIC ZONE, ROSARIO, CAVITE",PH - Philippines,0464372315,.,E_ESPESO@GARTER-PH.NET,.,YAC GARTER CO LTD,,Japan,9881.2,9881.2,USD,1588.44,Kg.,1649.45,Kg.,0.0,,COVER TAPE,260,PACKAGE,FOB,,,,MANILA INT'L CONTAINER PORT,,,,0,,,,,,,,,,,333,Philippines 2021-version9-tiers.csv
3858,2021-08-27 03:00:00,38220090000,Other,ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIAGNOSTICS GMBH DOSLF,,Germany,268.2,283.4,USD,0.54,Kg.,1.19,Kg.,0.0,,09289313190 ANTI SARS COV-2 S PC ELECSYS,0,,CIP,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,334,Philippines 2021-version9-tiers.csv
3893,2021-08-27 03:00:00,38220090000,Other,DAEWOONG PHARMA PHILIPPINES INC,"UNIT 1701 17/F ONE WORLD PLACE CONDO 32ND ST BGC FORT BONIFACIO, TAGUIG",PH - Philippines,028514663,.,BHINGDAYA@DAEWOONG.CO.KR,.,DAEWOONG PHARMACEUTICAL CO LTD,,South Korea,2516.0,2682.2,USD,1.0,Kg.,13.0,Kg.,0.0,,4 BOX AQ-TOP COVID-19 RAPID DETECTION KIT PLUS,1,,CIF,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,335,Philippines 2021-version9-tiers.csv
3905,2021-08-27 03:00:00,38220090000,Other,LIFELINE DIAGNOSTICS SUPPLIES INC.,"1225 QUEZON AVENUE BRGY. STA. CRUZ, QUEZON CITY",PH - Philippines,3765917,.,MELANIE_MARQUEZ@LIFELINEDIAG.COM,.,ILLUMINA CAMBRIDGE LTD,,United States,169575.0,170962.0,USD,12.55,Kg.,22.37,Kg.,0.0,,LABORATORY PRODUCTS ITEM 1 ILLUMINA COVIDSEQ TEST 3072 SPL 20044461 5PCS AS PER ATTACHED INSURANCE WITH POLICY NO M0193061 DATE ISSUED AUGUST 24 2021 WITH PACKING LIST FDA LTO REF NO LTO-3000003745729,1,,CIP,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,336,Philippines 2021-version9-tiers.csv
3906,2021-08-27 03:00:00,38220090000,Other,ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIAGNOSTICS GMBH DOSLF,,Germany,9291.4,9813.2,USD,17.96,Kg.,26.42,Kg.,0.0,,9203095190 ANTI-SARS-COV-2 ELECSYS COBAS E 200,0,,CIP,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,337,Philippines 2021-version9-tiers.csv
3917,2021-08-27 03:00:00,38220090000,Other,NOVARTIS HEALTHCARE PHILS INC.,"5TH AND 6TH FLR AYALA NORTH EXCHANGE TOWER 1 AYALA AVE COR SALCEDO AND, AMORSOLO STREET MAKATI",PH - Philippines,3687777,.,AILEEN.AUSTRIA@NOVARTIS.COM,.,LABCORP CENTRAL LABS,,United States,4.3,9.6,USD,0.93,Kg.,0.93,Kg.,0.0,,CLINICAL TRIAL SUPPLIES COVANCE BRAND-TEST HCG URINE PREGNANCY,0,PACKAGE,DDP,,,,SUB-PORT OF MACTAN INT'L AIRPORT,,,,0,,,,,,,,,,,338,Philippines 2021-version9-tiers.csv
3936,2021-08-27 03:00:00,38220090000,Other,HEALTH METRICS INC,.,PH - Philippines,.,.,.,.,"LIMG KOREA CO., LTD",,South Korea,22896.0,23983.2,USD,45.0,Kg.,45.0,Kg.,0.0,,53EA STANDARD M NCOV REAL-TIME DETECTION KIT1 KIT=96 TEST5088 TEST,1,,FOB,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,339,Philippines 2021-version9-tiers.csv
3952,2021-08-27 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",JOHNSON & JOHNSON (PHILIPPINES) INC.,"KM 14 EDISON ROAD MERVILLE CITY OF PARANAQUE NCR FOURTH DISTRICT PH, PARANAQUE",PH - Philippines,3688000,.,JMARAVI2@ITS.JNJ.COM,.,LABCORP CENTRAL LABS,,United States,26.9,74.1,USD,3.07,Kg.,3.07,Kg.,0.0,,CLINICAL TRIAL SUPPLIES COVANCE BRAND-KETONE URINE STRIPS,0,PACKAGE,DDP,,,,SUB-PORT OF MACTAN INT'L AIRPORT,,,,0,,,,,,,,,,,340,Philippines 2021-version9-tiers.csv
3977,2021-08-27 03:00:00,38220090000,Other,JEROME LU,.,PH - Philippines,.,.,.,.,THE UPS STORE #2807,,United States,160.0,201.5,USD,2.21,Kg.,2.21,Kg.,0.0,,COVID TEST KITS 8PCS,1,,FOB,,,,PORT OF CLARK,,,,0,,,,,,,,,,,341,Philippines 2021-version9-tiers.csv
3994,2021-08-26 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,BODITECH MED INC,,South Korea,27.0,40.2,USD,1.74,Kg.,2.17,Kg.,0.0,,5PCS BODITECH COVID-19 AG CONTROL 2VIAL/BOX,1,,CPT,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,342,Philippines 2021-version9-tiers.csv
3996,2021-08-26 03:00:00,38220090000,Other,SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,CO DIAGNOSTIC INC,,United States,30.0,31.3,USD,1.0,Kg.,1.05,Kg.,0.0,,"LOGIX SMART COVID-19 TEST KITS CHEMICAL REAGENTS FOR MASTER MIX COVID-MM-001 (1,250 UL/TUBE) CHEMICAL REAGENTS FOR POSITIVE CONTROL COVID-PC-001 NON-INFECTIOUS (1,250 UL/TUBE) NUCLEASE FREE WATER DILUENT FOR NEGATIVE CONTROL GEN-NF-001 (1,250 UL/TUBE)",0,PACKAGE,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,343,Philippines 2021-version9-tiers.csv
3999,2021-08-26 03:00:00,38220090000,Other,SERVE DIAGNOSTICA INC.,"UNIT 2A 1110 DOLMAR BUILDING U.N AVENUE BRGY 672 PACO, MANILA",PH - Philippines,3591194,.,SERVEDIAGNOSTICA@SRV.COM.PH,.,"LANSION BIOTECHNOLOGY CO., LTD.",,China,450.0,473.9,USD,3.25,Kg.,3.63,Kg.,0.0,,150 TESTS SARS-COV-2 NEUTRALIZING ANTIBODIES TEST KIT(DRY FLUORESCENCE IMMUNOASSAY),0,,FOB,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,344,Philippines 2021-version9-tiers.csv
4028,2021-08-26 03:00:00,38220090000,Other,SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA A.S,,Czech Republic,2312.0,2765.3,USD,13.5,Kg.,13.6,Kg.,0.0,,34 KIT BIOCREDIT COVID-19 AG DETECTION KIT,1,,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,345,Philippines 2021-version9-tiers.csv
4034,2021-08-26 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,BODITECH MED INC,,South Korea,1384.1,2056.0,USD,89.0,Kg.,111.25,Kg.,0.0,,89PCS AFIAS COVID-19 AG 24T/BOX,1,,CPT,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,346,Philippines 2021-version9-tiers.csv
4045,2021-08-26 03:00:00,38220090000,Other,OMNIBUS BIO-MEDICAL SYSTEMS INC.,"4TH FLOOR WILSON CORPORATE CENTER 225 WILSON STREET GREENHILLS, SAN JUAN CITY",PH - Philippines,7224607,.,VAN@OMNIBUS.PH,.,SANSURE (SHANGHAI) GENE,,China,20900.0,22820.1,USD,249.0,Kg.,281.0,Kg.,0.0,,2090 PCS OF NOVEL CORONAVIRUS (2019-NCOV) NUCLEIC ACID DIAGNOSTIC KIT (PCR-FLUORESCENCE PROBING),11,,FOB,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,347,Philippines 2021-version9-tiers.csv
4094,2021-08-26 03:00:00,38220090000,Other,ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,TIB MOLBIOL,,Germany,116359.0,118484.0,USD,5.26,Kg.,7.79,Kg.,0.0,,500.00 PC SARS COV (COVID19) E-GENE,1,PACKAGE,CIP,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,348,Philippines 2021-version9-tiers.csv
4121,2021-08-26 03:00:00,38220090000,Other,ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIGNOSTICS CORP,,United States,394245.0,403780.0,USD,337.04,Kg.,458.19,Kg.,0.0,,288.00 PC KIT COBAS LIAT SARS-COV-2/FLU,3,,CIP,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,349,Philippines 2021-version9-tiers.csv
4132,2021-08-26 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,BODITECH MED INC,,South Korea,10.8,16.2,USD,0.69,Kg.,0.87,Kg.,0.0,,2PCS BODITECH COVID-19 AB CONTROL 2VIAL/BOX,1,,CPT,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,350,Philippines 2021-version9-tiers.csv
4190,2021-08-26 03:00:00,38220090000,Other,JUNIPER 3 PROCUREMENT CORP.,"UNIT 702 COMMON GOAL TOWER FINANCE ST. COR. INDUSTRY ST., MADRIGAL, BUSINESS PARK, MUNTINLUPA",PH - Philippines,8759802,.,EOVILLACAMPA@JUNIPER3MEDICAL.COM,.,NANJING MEDOMICS MEDICAL TECHNOLOGY,,China,11200.0,12804.6,USD,135.0,Kg.,143.0,Kg.,0.0,,"SARS-COV-2 ANTIGEN TEST KIT (LFIA)  20TEST/BOX QTY 10,000",10,,CIF,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,351,Philippines 2021-version9-tiers.csv
4235,2021-08-26 03:00:00,38220090000,Other,SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA A.S,,Czech Republic,544.0,650.7,USD,3.0,Kg.,3.2,Kg.,0.0,,8 KIT BIOCREDIT COVID-19 AG DETECTION KIT,1,,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,352,Philippines 2021-version9-tiers.csv
4255,2021-08-26 03:00:00,38220090000,Other,SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA A.S,,Czech Republic,408.0,488.1,USD,2.2,Kg.,2.4,Kg.,0.0,,6 KIT BIOCREDIT COVID-19 AG DETECTION KIT,1,,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,353,Philippines 2021-version9-tiers.csv
4268,2021-08-26 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",GUILL BERN CORPORATION,.,PH - Philippines,.,.,.,.,MICROGEN BIOPRODUCTS LIMITED,,United Kingdom,252.0,327.1,USD,1.9,Kg.,2.0,Kg.,0.0,,3.00 PC PATHFLOW COVID 19 RAPID ANTIGEN PRO,1,PACKAGE,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,354,Philippines 2021-version9-tiers.csv
4274,2021-08-26 03:00:00,38220090000,Other,SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA A.S,,Czech Republic,136.0,162.8,USD,0.7,Kg.,0.8,Kg.,0.0,,2 KIT BIOCREDIT COVID-19 AG DETECTION KIT,1,,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,355,Philippines 2021-version9-tiers.csv
4309,2021-08-26 03:00:00,38220090000,Other,SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,CO DIAGNOSTIC INC,,United States,320000.0,332990.0,USD,1.54,Kg.,23.95,Kg.,0.0,,"LOGIX SMART COVID-19 TEST KITS CHEMICAL REAGENTS FOR MASTER MIX COVID-MM-001 (25,000 UL/TUBE) CHEMICAL REAGENTS FOR POSITIVE CONTROL COVID-PC-001 NON-INFECTIOUS (25,000 UL/TUBE) NUCLEASE FREE WATER DILUENT FOR NEGATIVE CONTROL GEN-NF-001 (25,000 UL/TUBE)",1,PACKAGE,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,356,Philippines 2021-version9-tiers.csv
4341,2021-08-26 03:00:00,38220090000,Other,NALCO PHILIPPINES INC,"18F W FIFTH AVE BLDG 5TH AVE BONIFACIO GLOBAL CITY, TAGUIG",PH - Philippines,5489500,.,ALBERT.SANTOS@ECOLAB.COM,.,NALCO COMPANY LLC US,,United States,26.7,39.6,USD,0.37,Kg.,0.4,Kg.,0.0,,6 EA  S0940 3D TRASAR,0,,CPT,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,357,Philippines 2021-version9-tiers.csv
4349,2021-08-26 03:00:00,38220090000,Other,PHARMALLY PHARMACEUTICAL,.,PH - Philippines,.,.,.,.,BGI HEALTH HK COMPANY LIMITED,,Hong Kong,1250000.0,1300950.0,USD,130.0,Kg.,759.0,Kg.,0.0,,"5000 SETS, REAL-TIME FLUORESCENT RT-PCR KIT FOR DETECTING 2019-NCOV",5,,CIF,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,358,Philippines 2021-version9-tiers.csv
4369,2021-08-26 03:00:00,38220090000,Other,SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA A.S,,Czech Republic,13600.0,16266.2,USD,79.0,Kg.,80.0,Kg.,0.0,,200 KIT BIOCREDIT COVID-19 AG DETECTION KIT,3,,EXW,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,359,Philippines 2021-version9-tiers.csv
4415,2021-08-25 03:00:00,38220090000,Other,GUILL-BERN CORP.,"14 SAN FRANCISCO ST COR SAN RAFAEL ST BO KAPITOLYO, PASIG CITY",PH - Philippines,6339589,.,BERNIEL@GUILL-BERN.COM.PH,.,ZYBIO INC.,,China,17500.0,19508.5,USD,5.0,Kg.,34.54,Kg.,0.0,,ZYBIO - SARS-COV-2 NUCLEIC ACID DETECTION KIT (PCR-FLUORESCENT PROBE METHOD)(96 T/KIT),1,,CPT,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,360,Philippines 2021-version9-tiers.csv
4432,2021-08-25 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",TOTAL POWER  INCORPORATED,"UNIT 201 ALABANG BUSINESS TOWER 1216 ACACIA AVE MADRIGAL BUSINESS PARK, MUNTINLUPA CITY",PH - Philippines,028420066,.,ANN.MISA@I-TOTAL-NET.COM,.,TCI GENE INC,,Taiwan,2880.0,3039.0,USD,20.0,Kg.,22.5,Kg.,0.0,,2BOXES KIMFOREST SARSC-COV-2 DETECTION KIT V1 (96 TESTS) LOT 6,1,PACKAGE,FOB,,,,NINOY AQUINO INT'L AIRPORT,,,,0,,,,,,,,,,,361,Philippines 2021-version9-tiers.csv
