NO,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,source_data_row,source_file_name
13,SUTRON HYDROMET SYSTEMS PRIVATE LIMITED,"D-193, 2ND FLOOR , OKHLA INDUSTRIALAREA PHASE-1",NEW DELHI,.,.,.,.,13,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
14,BIO SYSTEMS DIAGNOSTICS P LTD,3/62 A SAMUDRA DWAR SALAIUTHANDI,CHENNAI,.,.,.,.,14,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
15,DIASYS DIAGNOSTICS INDIA PRIVATE LIMITED.,"Unıt No. 3B-33 & 34, 3Rd Floor,  Phoenıx Paragon Plaza,Lbs Marg, , ","Kurla West, Mumbaı, Maharashtra",.,.,.,.,15,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
16,BIO RAD LABORATORIES (INDIA) PVT.LTD.,"PLOTNOB&B-1 VANIJYA NIKUNJUDYOG VIHAR,PHASE.V",GURGAON,.,.,.,.,16,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
17,THERMO FISHER SCIENTIFIC INDIA PRIVATE LIMITED,"403-404, B Wing,Delphi, Hiranandani Business Park,Powai, 400072",IN - Mumbai,67162200 / 67162244,.,arvind.sonawane@thermofisher.com,www.corporate.thermofisher.com,17,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
18,PROMEGA BIOTECH INDIA PRIVATE LIMITED,"VASAIKAR HOUSE, 296, CADELL ROAD, DADAR WEST, ,",MUMBAI,.,.,.,.,18,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
19,DSS TAKARA BIO INDIA PVT LTD,A-5 MOHAN CO-OPP INDUSTRIAL ESTATE MATHURA ROAD,NEW DELHI,.,.,.,.,19,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
20,S.P.ANALYTICAL.,"Room No.503, Mıchael Plaza,Plot No.106, Chembur West, Mumbaı.Mukund Ngr,Pl Lokhande Marg, , 400089","Mukund Ngr,Pl Lokhande Marg,",.,.,.,.,20,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
21,SAVANT INSTRUMENTS P LTD,"Plotno.220 Rdno.1, Doctors Colony  Saroor Nagar , 500029",Hyderabad Ap,.,.,.,.,21,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
22,IMMUNOSHOP INDIA PVT. LTD.,"309, Raheja , Sector No.11,Cbd Belapur, , ",Mumbai,.,.,.,.,22,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
23,LIFE TECHNOLOGIES (INDIA) PVT.LTD.,"306, AGGARWAL CITY MALL,OPP.M2KPITAMPURA",DELHI,.,.,.,.,23,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
24,BIO MERIEUX INDIA PVT.LTD.,"A-32, MOHAN CO-OPERATIVE INDUSTRIALAREA,",NEW DELHI,.,.,.,.,24,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
25,NEUGEN DIAGNOSTICS INDIA PVT. LTD,"VIJAY PLAZA SECOND FLOORC-32,SECOND AVENUE,ANNA NAGAR","CHENNAI, TAMILNADU",.,.,.,.,25,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
26,INSTRUMENTATION LABORATORY INDIA PVT. LTD.,"2Nd Floor,C-60,C-Blo0Ck Community, Centre,Janakpuri,, 110058",New Delhi,01125510137,.,atulgoyal@il-india.com,.,26,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
27,METASYSTEMS INDIA (BANGALORE) PRIVATE LIMITED,"NO.1/1, 2ND FLOOR, 1ST MAIN ROAD, 2ND CROSS, THIMMAIAH GARDEN, R T NAGAR",BANGALORE,.,.,.,.,27,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
28,LABEX CORPORATION,"FLAT NO-3022,SECTOR-A,POCKET-B&CVASANT KUNJ",NEW DELHI,.,.,.,.,28,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
29,FINAR LIMITED,"184-185-186/P, Vill-Chacharvadi, Vasna,Sarkhej-Bavla Highway,Tal-, 382110",Ahmedabad,"6400027,6403664",6405325,info@finarchemicals.com,.,29,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
30,"WATERS (INDIA) PRIVATE LIMITED,","BI,36-A, 2ND PHASE,PEENYA INDUSTRIAL AREA,","BANGALORE ,KARNATAKA",.,.,.,.,30,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
31,BIOGENE INDIA,"C-3, 204, 2ND FLOOR,POOJA HOUSE,KARAMPURA COMMERCIAL COMPLEX,","NEW DELHI ,",.,.,.,.,31,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
32,BLUE HORIZON,"Gopal Niwas,135,, Princess Street,, 400002","Mumbai, Maharashtra.",22062887,22061435,.,.,32,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
33,LABMATE (ASIA) PVT LTD,"Baıd Mehta Complex,C-Block,I Floor,183,Mount Road, , ",Chennai,.,.,.,.,33,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
34,MOLECULES ANALYTICAL LAB SOLUTIONS PRIVATE LIMITED.,"H. No. 4-1-1056/1, Boggulakunta,Pin-500001","IN - Hyderabad, Telangana",919959149849,.,sales@molecules.in,www.molecules.in,34,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
35,IDEXX LABORATORIES PRIVATE LIMITED,.,IN - India,.,.,.,.,35,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
36,TRIVITRON HEALTHCARE PRIVATE LIMITED,"No.15,4Th Street,Abhıramapuram, , 600018",Chennai,.,.,.,.,36,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
37,ORANGE BIO SCIENCE PRODUCTS PRIVATE LIMITED,"6, Bıjoy Bose Road,1St Floor  Bhowanıpur , 700025",Kolkata,.,.,.,.,37,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
38,DIATEK HEALTHCARE PRIVATE LIMITED,"P- 27,KALINDI HOUSING SCHEME ","KOLKATA, W.B.",.,.,.,.,38,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
39,"VWR LAB PRODUCTS PVT.LTD,","2Nd Floor,Front Wıng,135/12,Brıgade  Towers,Brıgade Road , 560025",Bangalore,.,.,.,.,39,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
40,"KHC HEALTHCARE INDIA PVT. LTD.,","726, 7TH FLOOR, DLF TOWERS SHIVAJI MARG,",NEW DELHI,.,.,.,.,40,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
41,ARSHIYA LOGISTICS SERVICES LTD.,.,IN - India,.,.,.,.,41,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
42,PERKIN ELMER (INDIA) PVT. LTD.,"Unit No.3,8Th Floor,B Wing,Trade, Star,Opp.Lotus Suites,J.B.Nagar,, 400059","Andheri,Maharashtra.",9102225334645,91-02225335940,bhaleraosq@labindia.com,.,42,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
43,VISHAT DIAGNOSTIC PVT. LTD.,"23 & 24,Gaurav Garden,Opp.Sai, Petrol Pump,Mira-Bhayander Rd,, 401107","Mira Rd (E),Thane,Maharashtra.",28126590 28126591/65,.,viscor@vsnl.net,.,43,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
44,NATIONAL INSTITUTE OF BIOMEDICAL GENOMICS,"NATIONAL INSTITUTE OF BIOMEDICAL GENOMICS NETAJI SUBHAS SANATORIUM (T.B.HOSPI TAL), 2 ND FLOOR,P.O.N.S.S.,KALYANI DIST.- NADIA W.B.",DIST.- NADIA W.B.,.,.,.,.,44,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
45,ARKRAY HEALTHCARE PVT.LTD.,"3Rd Floor,Nicholas Piramal Towers,, Ganpatrao Kadam Marg,Lower Parel,, 400013","Mumbai,Maharashtra",022-30466666/,.,georgevarghese@nicholaspiramal.co.in,.,45,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
46,ZELLE BIOTECHNOLOGY PVT. LTD.,"133, UDYOG BHAVAN,SONAWALA ROAD, GOREGAON (EAST)","MUMBAI, MAHARASHTRA",.,.,.,.,46,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
47,BIOGENEX LIFE SCIENCES PVT LTD.,"PLOTNO.7, GUN ROCK ENCLAVE",SECUNDERABAD,.,.,.,.,47,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
48,KRISHGEN BIOSYSTEMS,"135/137,Sonawala Bldg.,2Nd Floor,, Zaveri Bazar,, 400002","Mumbai,Maharashtra.",56372990,23415020,.,.,48,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
49,"PA-MED SERVICES (P) LTD.,",A-10 ACHARYA NIKETANMAYUR VIHAR PHASE-I,DELHI,.,.,.,.,49,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
50,QUINTILES RESEARCH (INDIA) P LTD,"2B,Nıtesh Broadway,9/3,M.G.Road, , 560001",Bangalore,.,.,.,.,50,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
51,SPECTRUM MEDICAL INDUSTRIES PVT.LTD.,"B-6/212, SECTOR-7ROHINI",DELHI,.,.,.,.,51,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
52,PREMIER MEDICAL CORPORATION LTD.,"B - 2,Parekh Mahal,80 Veer, Nariman Road.,, 400020","Churchgate,Mumbai.",022- 22048200,.,info@premiemedcorp.com,.,52,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
53,DIASORIN TRIVITRON HEALTHCARE PRIVATE LIMITED,"NEW NO.23, FIRST MAIN ROAD, CIT COLONY, MYLAPORE,",CHENNAI,.,.,.,.,53,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
54,DSS IMAGETECH PVT. LTD.,"A-5, MOHAN CO-OPERATIVE INDL.ESTATEMATHURA ROAD,",NEW DELHI,.,.,.,.,54,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
55,ANAND BROTHERS.,"PLOTNO.-5, LOCAL SHOPPING CENTREBEHIND MILAN CINEMA KARAMPURA",NEW DELHI,.,.,.,.,55,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
56,"AXYGEN SCIENETIFIC PVT. LTD.,","72,The Mall,, , 173212",Solan (Hp),01792-222291,.,genaxy@vsnl.com,.,56,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
57,EVERON LIFE SCIENCES,.,India,.,.,.,.,57,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
58,ONNSYNEX VENTURES PRIVATE LIMITED,.,IN - India,.,.,.,.,58,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
59,TOSHVIN ANALYTICAL PVT. LTD.,"103,S.J.House,Sıtaram Mıllscompound,N.M.Joshı Marg,Lower Parel , 400011",Mumbai,.,.,.,.,59,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
60,WELDON BIOTECH (INDIA) PVT.LTD.,"32-E, IST FLOOR, PATPARGANJ,MAYUR VIHAR, PHASE-I,",DELHI,.,.,.,.,60,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
61,"ADINATH VETERINARY PRODUCTS PVT. LTD,","B 10, MIG MAIN ROAD, 101, SIDDHI VINAYAK PLAZA OPP ANDHRA BANK,",INDORE (MP),.,.,.,.,61,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
62,SUCOPEIA REFERENCE STANDARDS (OPC) P LTD,"N0.102, 1St Floor 20Th Cross,7Th  Maın Road, Btm Layout,2Nd Stage , ",Bangalore,.,.,.,.,62,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
63,AGAPPE DIAGNOSTICS LIMITED,"212/213, VORA PLAZA, B-WING,NAVGHAR, VASAI (EAST)","DIST. THANE, MAHARASHTRA",.,.,.,.,63,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
64,AIZANT DRUG RESEARCH SOLUTIONS PVT LTD,"#28 CANTON ROWS, PETBASHEERBADJEEDIMETLA",HYDERABAD,.,.,.,.,64,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
65,NOVO HEALTHCARE LIMITED,"A-24, NARAINA VIHAR    NEW DELHI",NEW DELHI,.,.,.,.,65,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
66,SYNGENE INTERNATIONAL LIMITED,"20Th Km, Hosur Road,Electronıc Cıty P.O. , 560100",Bangalore,.,.,.,.,66,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
67,POCT SERVICES,"280/9,KHA BLUNT SQUAREBEHIND POST OFFICE",LUCKNOW UP,.,.,.,.,67,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
68,CPC DIAGNOSTICS PRIVATE LTD,"III FLOOR, GOKUL TOWERS,9&10 CP RAMASWAMY ROAD,ALWARPET","CHENNAI ,TAMIL NADU",.,.,.,.,68,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
69,IMMUNOCONCEPT INDIA PRIVATELTD.,"F-242 A, Ground Floor, Lane No. 7,  Pandav Nagar, , ",New Delhi,.,.,.,.,69,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
70,AIMIL LIMITED,"NAIMEX HOUSE, A-8 MOHAN CO-OP.INUSTRIAL ESTATE, MATHURA ROAD",NEW DELHI,.,.,.,.,70,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
71,DHR HOLDING INDIA PRIVATE LIMITED,"608-609,6Ht Floor 18 Rattan Jyoti, Building Rajendra Place, 110008",New Delhi,011-42430038,.,.,.,71,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
72,DIAGNOSTIC BIOSYSTEMS (INDIA ),"306, Guru Ram Dass Bhawan  Ranjıt Nagar, Comm. Complex , 110008",New Delhi,.,.,.,.,72,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
73,GENO BIOSCIENCES PVT LIMITED,"2044/6,Chuna Mandı,Paharganj , ",New Delhi,.,.,.,.,73,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
74,INVENIOLIFE TECHNOLOGY PVT. LTD,"C-701,Sector-8, Kharghar,  Navı Mumbaı, , 410210",Maharashtra,.,.,.,.,74,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
75,SCIENTIFIC PRODUCTS (INDIA) PVT.LTD.,"403 - 404,B Wing,Delphi, Hiranandan Business Park Powai, 400076",Mumbai Maharashtra,022-67162236,.,uday.dixit@thermafisher.com,.,75,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
76,SERUM INSTITUTE OF INDIA LIMITED,"212/2 Hadapsar, Off:Soli Poonawalla Road, 411028","Pune,Maharashtra",919823136112,.,exim_pg@vsnl.net,.,76,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
77,TATA MEMORIAL CENTRE,"Dr.Ernest Borges Road,Parel, , ",Mumbai,.,.,.,.,77,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
78,RAPID DIAGNOSTIC PVT.LTD.,"B-159, Gujranwala Town-I, 110009",Delhi,.,.,.,.,78,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
79,MEDGENOME LABS PRIVATE LIMITED,"No.55, 1St Floor, 1St Kamaraj Avenue, Kasthurbaı Nagar, Adyar , ",Chennai,.,.,.,.,79,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
80,FUTURIS HEALTHCARE LLP.,"A-2, 35,S.N. Nagar, Yarı Road,  Andherı-West, , ",Mumbai,.,.,.,.,80,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
81,PREMAS LIFE SCIENCES PRIVATE LIMITED,.,India,.,.,.,.,81,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
82,AAMX BIOMEDICALS,.,IN - India,.,.,.,.,82,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
83,EMCURE PHARMACEUTICALS LTD.,"T-184,Midc,Bhosari,, Pune, 411026",Pune-Maharashtra,7123400/7129130,.,emcmkt@pn2.vsnl.net.in,.,83,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
84,INTERNATIONAL TRADE LINKS INSTRUMENTATION P.LTD.,"332,3Rd Floor,Gundecha Indl.Compl, Next To Big Bazar,Akurli Road, 400101","Kandivli (E),Mumbai,Maharashtra.",28960103,.,.,.,84,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
85,"NUCLEUS TECHNOLOGIES,","NO.30 C,III FLOOR,6TH MAIN,J.C.INDL.LAYOUT,KANAKAPURA MAIN ROAD,","YELACHENAHALLI,BANGALORE",.,.,.,.,85,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
86,TATA INSTITUTE OF FUNDAMENTAL RESEARCH,"Homi Bhabha Road,, Colaba, 400005",Mumbai,022-22804545/2278231,.,psmurthy@tifr.res.in,.,86,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
87,SYNERGY SCIENTIFIC SERVICES,"B-2, G-1, MAHALAKSHMI APTS, CITY LING ROAD, ADAMBAKKAM",CHENNAI,.,.,.,.,87,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
88,BIOLINKK,"1160/8, FIRST FLOOR,NAIWALA, KAROL BAGH,",NEW DELHI,.,.,.,.,88,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
89,"PROTON BIOLOGICALS INDIA PVT.LTD,","302, 3RD FLOOR, BOMMASANDRA JIGANI LINK ROAD, JIGANI INDUSTRIAL AREA, JIGANI POST, BANGALORE",BANGALORE,.,.,.,.,89,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
90,BIO SCIENCE SALES CORPORATION,"C-6B/17, Janakpuri, 110058",New Delhi,01122452133,.,maheshtyagi5@gmail.com,.,90,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
91,"DENEB  INSTRUMENTS,","A5(2), Rajarhat Road,Jora Mandır,  Taltola, , 700059",Kolkata,.,.,.,.,91,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
92,IMMUCOR INDIA PRIVATE LIMITED,"A-49(FIEE), OKHLA INDUSRIAL AREA  PHASE-II",NEW DELHI,.,.,.,.,92,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
93,INDIAN INSTITUTE OF TECHNOLOGY,"I I T.,G.T.Road, Kalyanpur, 208016","Kanpur,U P",0512-2597384,.,.,.,93,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
94,MSP LAB INSTRUMENTS,"PLOT NO 39&40, CHITTAREDDY COMPLEXTADBUND X ROADS",SECUNDERABAD.AP,.,.,.,.,94,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
95,"NOVARTIS HEALTHCARE (PVT) LTD.,",.,"Thane,Maharashtra",.,.,.,www.novartis.in,95,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
96,TRIDENT EQUIPMENTS PVT.LTD.,"F-409/410,Kailash Indl Complex,, Park Site,Vikhroli-West, 400079","Mumbai,Maharashtra",022 25181706/5463,.,triequip@vsnl.com,.,96,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
97,JAY SCIENTIFIC COMAPANY,"Heena Smruti,N.S.Road No.2,, J.V.P.D.Scheme,Vile Parle (W) Mumb, 400056",Maharashtra,2010146,.,.,.,97,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
98,POCT SERVICES PRIVATE LIMITED,"280/9, Blunt Square , ",Lucknow U.P.,.,.,.,.,98,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
99,PAMAS PARTICLE COUNTERS INDIA PVT LTD,.,IN - India,.,.,.,.,99,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
100,INSTITUTE FOR STEMCELL BIOLOGY  &,"Regeneratıve Medıcıne, ,   Gkvk Post,Bellary Road,   Bangalore   , 560065",Bangalore,.,.,.,.,100,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
101,SUPER MO BIO,"24/11, LAXMI BAI NAGAR,",NEW DELHI,.,.,.,.,101,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
102,ADT INDIA PVT LTD.,F 16 B MIG DDA FLATS HARI NAGAR,DELHI,.,.,.,.,102,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
103,PRECIOUSLIFE MEDICAL PRIVATE LIMITED,"31A, SHIB KRISTO DAW LANE,GROUND FLOOR,","KOLKATA,W.B.",.,.,.,.,103,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
104,REGENIX DRUGS LTD,"NO. 758-A, MOUNT CHAMBER,GROUND FROOR, ANNA SALAI,",CHENNAI,.,.,.,.,104,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
105,GENOCARE INDIA,.,India,.,.,.,.,105,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
106,ASCENSIA DIABETES CARE INDIA PRIVATE LIMITED,.,IN - India,.,.,.,.,106,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
107,BIOGENUIX MEDSYSTEMS PVT.LTD.,"412-B, 4TH FLOOR, JYOTI SHIKHAR,DISTRICT CENTRE, JANAKPURI,",NEW DELHI,.,.,.,.,107,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
108,HEMOGENOMICS PVT LTD,"KEMWELL HOUSENO.11,TUMKUR ROAD, YESHWANTHPUR",BANGALORE / KARNATAKA,.,.,.,.,108,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
109,LABINDIA INSTRUMENTS PVT. LTD.,"201 Nand Chambers, Near Vandana Cinema,L B S Marg,, 400602","Panc,Thane,,Maharashtra",5335389/5335940,.,karandikaraa@labindia.com,.,109,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
110,MINDRAY MEDICAL INDIA PRIVATE LIMITED,"B-404, City Point, Andheri Kurla, Road, Andheri (E),, 400059","Mumbai, Maharashtra",02240200000/02240200,.,vareesh.saxena@mindray.com,.,110,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
111,MOUNT BIOSCIENCES,"31B, ESWARIPURI COLONY,  SAINIKPURI,",SECUNDERABAD. AP.,.,.,.,.,111,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
112,"CHARLES RIVER LABORATORIES INDIA PVT.LTD,","NO.907,BARTON CENTRE,84, M.G.ROAD,",BANGALORE,.,.,.,.,112,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
113,BIONEEDS INDIA PVT. LTD.,"Devarhosahally, Somapura Hoblı Nelamangala Taluk , ","Banagalore Rural Dıst., Karnataka",.,.,.,.,113,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
114,"KDH BIOMEDICALS PVT LTD.,","601 EXCLUSIVE APARTMENT CO-OP. HSG.OPP. IIT MAIN GATE, POWAI",MUMBAI,.,.,.,.,114,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
115,BIOCON BIOLOGICS INDIA LIMITED.,.,IN - India,.,.,.,.,115,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
116,"BIOCON LIMITED,","20TH K M, HOSUR ROAD,ELECTRONIC CITY P.O,",BANGALORE,.,.,.,.,116,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
117,"CRYSTAL BIO EQUIPMENT,","NO.20, 1ST CROSS, SAMPIGE ROAD,MALLESWARAM,",BANGALORE,.,.,.,.,117,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
118,INTAS PHARMACEUTICALS LTD.,"Corporate House, Near Sola Bridge, S. G. Highway, Thaltej, Ahmedabad – 380054. Gujarat.",India,+91 79 6157 7000,.,generalqueries@intaspharma.com,www.intaspharma.com,118,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
119,KUEHNE + NAGEL PVT.LTD.,"91, BIJWASAN ROAD,KAPASHERA",NEW DELHI,.,.,.,.,119,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
120,"PEERLESS BIOTECH PRIVATE LTD.,","BLOCK-C, 36/37, MILLENIUM HOUSE,M.K.S.NAGAR MAIN ROAD, 140, OLD","MAHABALIPURAM ROAD, CHENNAI",.,.,.,.,120,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
121,"SIRUS BIOCARE PRIVATE LIMITED,","FLAT NO.3, MOUMITA APARTMENT,307, JESSORE ROAD,","KOLKATA, W.B.",.,.,.,.,121,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
122,WOCKHARDT LIMITED,"Wockhardt Towers,Bandra Kurla, Complex,Bandra (E),, 400051","Mumbai,Maharashtra.","26534444,",26534242,.,www.wockhardt.com,122,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
123,"KANNU IMPEX (INDIA) PVT.LTD.,","316, BEST ARCADE PLOT NO-3, SECTOR12",DWARKA NEW DELHI,.,.,.,.,123,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
124,"ILISHAAN BIOTECH (P) LIMITED,","Nandanvan, Bhandarı Kothı,  1, M.G Road, Indore , ",(Madhya Prlaldesh),.,.,.,.,124,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
125,INNVOLUTION HEALTHCARE PRIVATE LIMITED,"106, FIRST FLOOR, ROOTS TOWERS LAXMI NAGAR DISTRICT CENTRE,",NEW DELHI,.,.,.,.,125,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
126,RHETORIC LIFE SCIENCES AND TECHNOLOGIES,.,IN - India,.,.,.,.,126,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
127,ASPEN DIAGNOSTICS PVT. LTD.,"B-159, GUJRANWALA TOWN-I",DELHI,.,.,.,.,127,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
128,ASTRAL INDIA PVT. LTD.,"202, THE SANGEET PLAZA, C.T.S. NO598, MAROL MAROSHI ROAD, ANDHERI(E)","MUMBAI, MAHARASHTRA.",.,.,.,.,128,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
129,CIPLA LIMITED,"Cipla House, Peninsula Business Park,  Ganpatrao Kadam Marg,  Lower Parel, Mumbai-400013",Mumbai,+91 22 24826000 / +91 22 24826701,+91 22 24826120,.,www.cipla.com,129,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
130,COUNCIL OF SCIENTIEIC & INDL. RESEARCH,"Anusandhan Bhavan, 2 Rafi Marg, 110001",New Delhi,.,.,.,.,130,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
131,EUROFINS GENOMICS INDIA PVT LTD,"NO.183.GAYATHRI TECH PARK,EPIP  2ND PHASE,WHITEFIELD  BANGALORE",BANGALORE,.,.,.,.,131,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
132,FMC INDIA PRIVATE LIMITED,"Embassy Star # 8 First Fl., Palace Rd.High Grounds, 560052",Bangalore.,91-80-22384311/22384,22385255,.,.,132,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
133,LONZA INDIA PVT LTD.,"Corpora,2Nd Floor,Lbs Marg,, Bhandup West,, 400078","Mumba,Maharashtra",+91-22-4342 4000,.,contact.india@lonza.com,.,133,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
134,SPECTRAL DIAGNOSTICS PVT LTD,"501 & 502,VIKAS DEEP 189 ,LAXMI NAGAR DISTRICT CENTRE",DELHI,.,.,.,.,134,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
135,VISION RESEARCH FOUNDATION,NO.18 COLLEGE RD,"CHENNAI,TN.",.,.,.,.,135,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
136,YASH-RAJ BIOTECHNOLOGY LIMITED,"C/34 Konark Indraprastha Sarvodaya, Nagar Village Road Mulund West, 400080","Mumbai,Maharashtra",7686285/3451677/7686,"7686087,3451676",info@yashraj.com,.,136,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
