NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS,source_data_row,source_file_name
5377,2021-09-02 03:00:00,38220090,Lain-lain,PT. BINTANG CEMERLANG,"RUKO MEGA GROSIR CEMPAKA MAS BLOK P 36/37, JL. LETJEND. SUPRAPTO,SUMUR",ID - Indonesia,.,.,.,.,"YIWU JINHUAN IMPORT AND EXPORT CO.,LTD","ROOM 201, NO.2, BUILDING 5, DANXI DISTRICT 5, BEIY",China,0.0,112500.0,USD,2169.85,Kg.,7550.0,Kg.,125000.0,PCE,CLUNGENE COVID-19 ANTIGEN RAPID TEST,100,CT,,,,,TANJUNG PRIOK,SHEKOU,HYUNDAI VOYAGER,,0,,,China,,,,,,,,5377,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5450,2021-09-02 03:00:00,38220090,Lain-lain,PT. MEDQUEST JAYA GLOBAL,MENARA SALEMBA LT.6 ZONA 1 JL. SALEMBA RAYA NO 5-5A JAKARTA PUSAT 1044,ID - Indonesia,.,.,.,.,CEPHEID HBDC SAS,VIRA SOLELH 81470 MAURENS-SCOPONT FRANCE,France,0.0,1606.23,USD,3.1,Kg.,59.0,Kg.,10.0,KT,"KIT, XPRESS,SARS-COV-2, 10 TEST",0,CT,,,,,SOEKARNO-HATTA (U),SAN FRANCISCO,ALL NIPPON AIRWAY,,0,,,United States,,,,,,,,5450,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5455,2021-09-02 03:00:00,38220090,Lain-lain,PT. INDOLAB UTAMA,"RUKAN MUTIARA TAMAN PALEM E3 NO.9 CENGKARENG TIMUR, CENGKARENG, JAKART",ID - Indonesia,.,.,.,.,ZYBIO INC.,"ADD:FLOOR 1 TO FLOOR 4, BUILDING 30, NO. 6 OF TAIK",China,0.0,3859.2,USD,14.77,Kg.,191.0,Kg.,10.0,KT,SARS-COV-2 NUCLEIC ACID DETECTION KIT (PCR-FLUORECENT PROBE METHOD),0,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,GARUDA  INDONESIA,,0,,,China,,,,,,,,5455,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5477,2021-09-02 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,471.81,USD,0.35,Kg.,23.0,Kg.,2.0,EA,6S6102  ALINITY  SARS COV2 IGGII QUANT CA,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,5477,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5486,2021-09-02 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,707.71,USD,0.52,Kg.,23.0,Kg.,3.0,EA,6S6102  ALINITY  SARS COV2 IGGII QUANT CA,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,5486,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5549,2021-09-01 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SANSICO NATURA RESOURCES,GRAND ITC PERMATA HIJAU KANTO DIAMOND NO.11-12 JL. ART PERMATA HIJAU,ID - Indonesia,.,.,.,.,"ZHONGJIN HUABAO (HK) INVESTMENT CO.,LTD","UNIT 2002C,20/F,MULTIFIELD COMMERCIAL CENTER,426 S",Hong Kong,0.0,108607.52,USD,1242.0,Kg.,1242.0,Kg.,50000.0,PCE,STRONGSTEP SARS-COV-2 ANTIGEN RAPID TEST MANUFACTURED BY LIMING BIO -,0,PK,,,,,SOEKARNO-HATTA (U),NANJING,FEDERAL EXPRESS C,,0,,,China,,,,,,,,5549,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5576,2021-09-01 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA CENTRAL LT 32,33,35,36,JL JEND SUDIRMAN KAV 48A KEL KARET S",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ / SWITZERLAND,Switzerland,0.0,9219588600.0,IDR,160.67,Kg.,162.3,Kg.,134.0,PCE,09343733190 KIT COBAS 6800/8800 SARS-COV-2 480T,0,PK,,,,,SOEKARNO-HATTA (U),INDIANAPOLIS,EMIRATES AIRLINE,,0,,,United States,,,,,,,,5576,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5578,2021-09-01 03:00:00,38220090,Lain-lain,PT. ZOE PELITA NUSANTARA,JL CIKINI II NO 8B CIKINI MENTENG JAKARTA PUSAT DKI JAKARTA,ID - Indonesia,.,.,.,.,BODITECH MED INC,"43, GEODUDANJI 1-GIL GEODU-RI, DONGNAE-MYEON CHUNCHEON-SI GANG-WON-D 2",Singapore,0.0,53016.09,USD,270.76,Kg.,2629.0,Kg.,210.0,BX,UFPK-4 EXAMPLAR COVID-19 REAL TIME PCR KIT (L) -,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIR,,0,,,North Korea,,,,,,,,5578,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5637,2021-09-01 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SANSICO NATURA RESOURCES,"GRAND ITC PERMATA HIJAU KANTO DIAMOND NO.11-12,JL.ARTERI PERMATA HIJAU",ID - Indonesia,.,.,.,.,"ZHONGJIN HUABAO (HK) INVESTMENT CO.,LTD","UNIT 2002C, 20/F, MULTIFIELD COMMERCIAL CENTER, 42",Hong Kong,0.0,403920.0,USD,3548.0,Kg.,3939.0,Kg.,158400.0,PCE,STRONGSTEP SARS-COV-2 ANTIGEN RAPID TEST MANUFACTURE BY LIMING BIO,0,PK,,,,,TANJUNG PRIOK,SHANGHAI,BAI CHAY BRIDGE,,0,,,China,,,,,,,,5637,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5654,2021-09-01 03:00:00,38220090,Lain-lain,PT. KINGLAB INDONNESIA,"KARAWACI OFFICE PARK BLOK M37 LIPPO KARAWACI,PANUNGGANGAN BARAT",ID - Indonesia,.,.,.,.,GENEREACH BIOTECHNOLOGY CORPORATION,"NO.19 KEYUAN SECOND ROAD,CENTRAL TAIWAN SCIENCE",Taiwan,0.0,562119.58,USD,3581.0,Kg.,3581.0,Kg.,1.0,PK,POCKIT CENTRAL SARS-COV-2 (ORF1AB) PREMIX REAGENTS COMPLETE SETS,125,CT,,,,,SOEKARNO-HATTA (U),TAIPEI,SINGAPORE AIRLINE,,0,,,Taiwan,,,,,,,,5654,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5724,2021-09-01 03:00:00,38220030,Strip dan pita indikator sterilisasi,PT. PANDU BIOSAINS,"JL.RAYA PONDOK GEDE NO.10B RT.002/RW.002,DUKUH,KRAMAT JATI,JAKARTA TIM",ID - Indonesia,.,.,.,.,ILLUMINA CAMBRIDGE LTD,"5200 ILLUMINA WAY SAN DIEOGO CALIFONIA US,92122",United States,0.0,34980.05,USD,14.98,Kg.,163.0,Kg.,1.0,EA,ILLUMINA COVIDSEQ TEST 3072 SPL US:EAR99 PRODUCT NUMBER:20043675 BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LOS ANGELES,ALL NIPPON AIRWAY,,0,,,United States,,,,,,,,5724,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5787,2021-09-01 03:00:00,38220090,Lain-lain,PT. ZOE PELITA NUSANTARA,JL CIKINI II NO 8B CIKINI MENTENG JAKARTA PUSAT DKI JAKARTA,ID - Indonesia,.,.,.,.,BODITECH MED INC,"43, GEODUDANJI 1-GIL GEODU-RI, DONGNAE-MYEON CHUNCHEON-SI GANG-WON-D 2",Singapore,0.0,113353.45,USD,578.92,Kg.,2629.0,Kg.,449.0,BX,UFPK-4 EXAMPLAR COVID-19 REAL TIME PCR KIT (L) -,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIR,,0,,,North Korea,,,,,,,,5787,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5815,2021-09-01 03:00:00,38220090,Lain-lain,PT. ZOE PELITA NUSANTARA,JL CIKINI II NO 8B CIKINI MENTENG JAKARTA PUSAT DKI JAKARTA,ID - Indonesia,.,.,.,.,BODITECH MED INC,"43, GEODUDANJI 1-GIL GEODU-RI, DONGNAE-MYEON CHUNCHEON-SI GANG-WON-D 2",Singapore,0.0,21458.89,USD,109.6,Kg.,2629.0,Kg.,85.0,BX,UFPK-4 EXAMPLAR COVID-19 REAL TIME PCR KIT (L) -,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIR,,0,,,North Korea,,,,,,,,5815,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5824,2021-09-01 03:00:00,38220030,Strip dan pita indikator sterilisasi,PT. PANDU BIOSAINS,"JL.RAYA PONDOK GEDE NO.10B RT.002/RW.002,DUKUH,KRAMAT JATI,JAKARTA TIM",ID - Indonesia,.,.,.,.,ILLUMINA CAMBRIDGE LTD,"5200 ILLUMINA WAY SAN DIEOGO CALIFONIA US,92122",United States,0.0,31482.06,USD,13.48,Kg.,163.0,Kg.,1.0,EA,ILLUMINA COVIDSEQ TEST 3072 SPL US:EAR99 PRODUCT NUMBER:20043675 BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LOS ANGELES,ALL NIPPON AIRWAY,,0,,,United States,,,,,,,,5824,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5837,2021-09-01 03:00:00,38220090,Lain-lain,PT. ZOE PELITA NUSANTARA,JL CIKINI II NO 8B CIKINI MENTENG JAKARTA PUSAT DKI JAKARTA,ID - Indonesia,.,.,.,.,BODITECH MED INC,"43, GEODUDANJI 1-GIL GEODU-RI, DONGNAE-MYEON CHUNCHEON-SI GANG-WON-D 2",Singapore,0.0,4466.77,USD,22.81,Kg.,2629.0,Kg.,2003.0,BX,CFPC-115 ICHROMA COVID-19 AG -,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIR,,0,,,North Korea,,,,,,,,5837,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5861,2021-08-31 03:00:00,38220090,Lain-lain,PT. BIOCARE SEJAHTERA,RUKO KRANGGAN PERMAI BLOK RT017 NO.30 RT.002 RW.016 JATI SAMPURNA KOT,ID - Indonesia,.,.,.,.,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD",REG.ADDRESS:NO.1189 NORTH QINZHOU ROAD SHANGHAI 20,China,0.0,11902.9,USD,157.0,Kg.,195.0,Kg.,10000.0,E53,KHB DIAGNOSTIC KIT FOR SARS-COV-2 IGM/IGG ANTIBODY (COLLOIDAL GOLD) BAIK DAN BARU,23,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI,JAPAN AIRLINES,,0,,,China,,,,,,,,5861,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5870,2021-08-31 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SAPTA SARI TAMA,"JL.CARINGIN NO.254A, BABAKAN,BABAKAN CIPARAY, BANDUNG,JAWA BARAT",ID - Indonesia,.,.,.,.,"HANGZHOU LYSUN BIOTECHNOLOGY CO.,LTD","6TH FLOOR,6TH BUILDING, NO.95 BINWEN ROAD,XIXING S",China,0.0,35000.0,USD,600.0,Kg.,627.0,Kg.,50000.0,PCE,ALTAMED COVID-19 RAPID TEST KIT BARU & BAIK,50,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,GARUDA INDONESIA,,0,,,China,,,,,,,,5870,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5886,2021-08-31 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,672.06,USD,4.29,Kg.,1827.0,Kg.,2.0,EA,6R8622 ARC SARS-COV-2 IGG 100T OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,5886,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5913,2021-08-31 03:00:00,38220090,Lain-lain,PT. JOY INDO MEDIKA,JL WR SUPRATMAN 168 BALI-INDONESIA,ID - Indonesia,.,.,.,.,HANGZHOU CLONGENE BIOTECH,"NO. 1 YICHUANG ROAD,YUHANG SUB-DISTRICT, YUHANG DI",China,0.0,751820.0,CNY,6320.0,Kg.,7230.0,Kg.,500000.0,PCE,SWAB ANTIGEN COV TEST,400,CT,,,,,TANJUNG PRIOK,NANSHA,RIO CADIZ,,0,,,China,,,,,,,,5913,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5964,2021-08-31 03:00:00,38220090,Lain-lain,PT. MINDRAY MEDICAL INDONESIA,"MENARA DEA 2,17 FLOOR JL.MEGA KUNINGAN BARAT KAV.E4.3",ID - Indonesia,.,.,.,.,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,"MINDRAY BUILDING KEJI 12TH ROAD SOUTH,HIGH-TECH",China,0.0,2572.0,USD,22.77,Kg.,1192.0,Kg.,100.0,PCE,MINDRAY CREA CREATININE KIT (SARCOSINE OXIDASE METHOD) TYPE : CRE1202,0,CT,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,5964,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5969,2021-08-31 03:00:00,38220090,Lain-lain,PT. WANATIARA PERSADA,GEDUNG GRAHA INDOCHEM LT.3 JL.PANTAI INDAH KAPUK BOULEVARD KAV.SSB/E,ID - Indonesia,.,.,.,.,WUHAN EASYDIAGNOSIS BIO,"ROOM 4, IND FLOOR, BLDG. 25 PHASE ENTERPRISE ACCELERATOR NO. 388 GAO",China,0.0,68934.6,CNY,31.62,Kg.,46.5,Kg.,2000.0,PCE,COVID-19 (SARS-COV-2) NUCLEIC ACID TEST KIT -,0,PK,,,,,SOEKARNO-HATTA (U),WUHAN,FEDERAL EXPRESS C,,0,,,China,,,,,,,,5969,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5986,2021-08-31 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SANSICO NATURA RESOURCES,GRAND ITC PERMATA HIJAU KANTO DIAMOND NO.11-12 JL. ART PERMATA HIJAU,ID - Indonesia,.,.,.,.,"ZHONGJIN HUABAO (HK) INVESTMENT CO., LTD","UNIT 2002C,20/F,MULTIFIELD COMMERCIAL CENTER,426",Hong Kong,0.0,108580.0,USD,1242.0,Kg.,1242.0,Kg.,50000.0,PCE,STRONGSTEP SARS-COV-2 ANTIGEN RAPID TEST MANUFACTURED BY LIMING BIO -,0,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,FEDERAL EXPRESS C,,0,,,China,,,,,,,,5986,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
5988,2021-08-31 03:00:00,38220090,Lain-lain,PT. MACROCITRA ARDANASEJATI,"RUKAN TAMAN MERUYA BLOK M-65,MERUYA UTARA,KEMBANGAN,JAK-BAR",ID - Indonesia,.,.,.,.,"HANGZHOU BIOTEST BIOTECH CO.,LTD","#17,FUTAI ROAD, ZHONGTAI STREET,YUHANG DISTRICT,HA",China,0.0,2431360.0,CNY,5478.0,Kg.,6160.0,Kg.,440000.0,PCE,"RIGHTSIGN COVID-19 ANTIGEN RAPID TEST CASSETTE (NASOPHARYNGEAL SWAB), CATALOG NO.: INCP-C81 BAIK/BARU",0,CT,,,,,TANJUNG PRIOK,SHANGHAI,JAKARTA VOYAGER,,0,,,China,,,,,,,,5988,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6018,2021-08-31 03:00:00,38220090,Lain-lain,PT. MINDRAY MEDICAL INDONESIA,"MENARA DEA 2,17 FLOOR JL.MEGA KUNINGAN BARAT KAV.E4.3",ID - Indonesia,.,.,.,.,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,"MINDRAY BUILDING KEJI 12TH ROAD SOUTH,HIGH-TECH",China,0.0,5964.25,USD,52.81,Kg.,1192.0,Kg.,25.0,PCE,MINDRAY SARS-COV-2 IGM(CLIA) SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 IGM (CLIA) TYPE :,0,CT,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,6018,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6021,2021-08-31 03:00:00,38220090,Lain-lain,PT. BIOSAINS MEDIKA INDONESIA,"PLAZA KARINDA BLOK B1/4, JALAN KARANG TENGAH RAYA KEL. LEBAK BULUS, K",ID - Indonesia,.,.,.,.,GENEPROOF A.S.,VIDENSKA 101/119 619 00 BRNO / CZECH REPUBLIC,Czech Republic,0.0,625.82,EUR,12.09,Kg.,45.0,Kg.,1.0,PCE,GENEPROOF SARS-COV-2 SOUTH AFRICAN/UK/BR TYPING PCR KIT,0,PK,,,,,SOEKARNO-HATTA (U),PRAHA,EMIRATES SKY CARG,,0,,,Czech Republic,,,,,,,,6021,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6033,2021-08-31 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG CEMERLANG,"RUKO MEGA GROSIR CEMPAKA MAS BLOK P 36/37, JL. LETJEND. SUPRAPTO, KEL. SUMUR BATU, KEC. KEMAYORAN, K",ID - Indonesia,.,.,.,.,"XIAMEN JIQING BIOMEDICAL TECHNOLOGY CO., LTD","UNIT 03, LEVEL 3, BUILDING 2, HAICANG BIOMEDICAL INDUSTRIAL PARK, 2052 WENG JIAO WEST ROAD, HAICANG",China,0.0,55200.0,USD,860.0,Kg.,998.0,Kg.,48000.0,PCE,XIAMEN JIQING NOVEL CORONAVIRUS COVID-19 ANTIGEN RAPID TEST KIT(COLLOIDAL GOLD METHOD),100,CT,,,,,SOEKARNO-HATTA (U),HONG KONG,GA,,0,,,China,,,,,,,,6033,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6044,2021-08-31 03:00:00,38220090,Lain-lain,PT. BIOSAINS MEDIKA INDONESIA,"PLAZA KARINDA BLOK B1/4, JALAN KARANG TENGAH RAYA KEL. LEBAK BULUS, K",ID - Indonesia,.,.,.,.,GENEPROOF A.S.,VIDENSKA 101/119 619 00 BRNO / CZECH REPUBLIC,Czech Republic,0.0,1030.61,EUR,19.91,Kg.,45.0,Kg.,3.0,PCE,GENEPROOF SARS-COV-2 PCR KIT,0,PK,,,,,SOEKARNO-HATTA (U),PRAHA,EMIRATES SKY CARG,,0,,,Czech Republic,,,,,,,,6044,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6045,2021-08-31 03:00:00,38220090,Lain-lain,PT. CITRA DIAN PRATAMA,"JALAN PANJANG NO.38, KEBON JERUK, KEBON JERUK, JAKARTA BARAT",ID - Indonesia,.,.,.,.,"GETEIN BIOTECH, INC.","NO.9 BOFU ROAD, LUHE DISTRICT, NANJING, 211505",China,0.0,180300.0,USD,1720.0,Kg.,2007.0,Kg.,100000.0,E53,ONE STEP TEST FOR SARS-COV-2 ANTIGEN (COLLOIDAL GOLD) KD:BAIK,4000,BX,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,JAPAN AIRLINES,,0,,,China,,,,,,,,6045,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6075,2021-08-31 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,805.31,USD,5.14,Kg.,1827.0,Kg.,2.0,EA,6S6122 ALINITY  SARS-COV-2 IGGII QUANT,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,6075,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6077,2021-08-31 03:00:00,38220090,Lain-lain,PT. MINDRAY MEDICAL INDONESIA,"MENARA DEA 2,17 FLOOR JL.MEGA KUNINGAN BARAT KAV.E4.3",ID - Indonesia,.,.,.,.,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,"MINDRAY BUILDING KEJI 12TH ROAD SOUTH,HIGH-TECH",China,0.0,5964.25,USD,52.81,Kg.,1192.0,Kg.,25.0,PCE,MINDRAY SARS-COV-2 IGG(CLIA) SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 IGG (CLIA) TYPE :,0,CT,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,6077,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6115,2021-08-31 03:00:00,38220090,Lain-lain,PT STANDARD BIOSENSOR INDONESIA,"L'AVENUE OFFICE TOWER LANTAI 21 UNIT C, JALAN RAYA PASAR",ID - Indonesia,.,.,.,.,CER TEST BIOTEC SL,"POL IND RIO GALLEGO II CALLE J, NO 1 50840SAN MATE",Spain,0.0,322700.0,USD,220.0,Kg.,220.0,Kg.,750.0,PCE,"VIASURE SARS-COV-2 REAL TIME PCR DETECTION KIT 12 STRIPS, HP",0,PK,,,,,SOEKARNO-HATTA (U),MADRID,SINGAPORE AIRLINE,,0,,,Spain,,,,,,,,6115,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6117,2021-08-31 03:00:00,38220090,Lain-lain,PT. GENETIKA SCIENCE INDONESIA,RUKAN GREAT WALL GREEN LAKE CITY BLOK C NO. 19-21 PETIR CIPONDOH,ID - Indonesia,.,.,.,.,SWIFT BIOSCIENCES,674 S WAGNER RD ANN ARBOR MI 48103 US (734) 489-38,United States,0.0,879.17,USD,6.11,Kg.,22.7,Kg.,1.0,EA,"LABORATORY REAGENT : SARS COV 2 ADDITIONAL GENOME COVERAGE PANEL BAIK, BARU",0,PK,,,,,SOEKARNO-HATTA (U),SINGAPORE,FEDEX AIRLINES,,0,,,United States,,,,,,,,6117,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6145,2021-08-31 03:00:00,38220090,Lain-lain,PT. KINGLAB INDONNESIA,"KARAWACI OFFICE PARK BLOK M37 LIPPO KARAWACI,PANUGGANGAN BARAT,CIBODAS",ID - Indonesia,.,.,.,.,GENEREACH BIOTECHNOLOGY CORPORATION,"NO 19, KEYUAN SECOND ROAD, CENTRAL TAIWAN SCIENCE",Taiwan,0.0,242050.0,USD,1670.0,Kg.,1890.0,Kg.,1.0,NMP,POCKIT CENTRAL SARS-COV-2 (ORFLAB) PREMIX REAGENTS COMPLETE SETS BAIK - BARU,1,PK,,,,,TANJUNG PRIOK,TAICHUNG,OOCL AUSTRALIA,,0,,,Taiwan,,,,,,,,6145,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6223,2021-08-31 03:00:00,38220090,Lain-lain,PT. MINDRAY MEDICAL INDONESIA,"MENARA DEA 2,17 FLOOR JL.MEGA KUNINGAN BARAT KAV.E4.3",ID - Indonesia,.,.,.,.,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,"MINDRAY BUILDING KEJI 12TH ROAD SOUTH,HIGH-TECH",China,0.0,8864.8,USD,78.49,Kg.,1192.0,Kg.,80.0,PCE,MINDRAY CREA CREATININE KIT (SARCOSINE OXIDASE METHOD) TYPE : CRE1204,0,CT,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,6223,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6255,2021-08-31 03:00:00,38220090,Lain-lain,PT. MINDRAY MEDICAL INDONESIA,"MENARA DEA 2,17 FLOOR JL.MEGA KUNINGAN BARAT KAV.E4.3",ID - Indonesia,.,.,.,.,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,"MINDRAY BUILDING KEJI 12TH ROAD SOUTH,HIGH-TECH",China,0.0,332.4,USD,2.94,Kg.,1192.0,Kg.,5.0,PCE,MINDRAY CREA CREATININE KIT (SARCOSINE OXIDASE METHOD) TYPE : CRE0203,0,CT,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,6255,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6258,2021-08-31 03:00:00,38220090,Lain-lain,PT. BIOSAINS MEDIKA INDONESIA,"PLAZA KARINDA BLOK B1/4, JALAN KARANG TENGAH RAYA KEL. LEBAK BULUS, K",ID - Indonesia,.,.,.,.,GENEPROOF A.S.,VIDENSKA 101/119 619 00 BRNO / CZECH REPUBLIC,Czech Republic,0.0,53.26,EUR,1.03,Kg.,45.0,Kg.,4.0,PCE,GENEPROOF SARS-COV-2 SOUTH AFRICAN/UK/BR TYP--ISNGA MPPCLRE K--IT,0,PK,,,,,SOEKARNO-HATTA (U),PRAHA,EMIRATES SKY CARG,,0,,,Czech Republic,,,,,,,,6258,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
6272,2021-08-30 03:00:00,38220090,Lain-lain,PT. ALERE HEALTH,"K-LINK TOWER LANTAI 18 ZONA D,E,DAN F JL.GATOT SUBROTO KAV.59A RT/RW 0",ID - Indonesia,.,.,.,.,ABBOTT RAPID DX INTERNATIONAL LTD,PARKMORE EAST BUSINESS PARK BALLYBRIT GALWAY,Ireland,0.0,9240570000.0,IDR,3743.78,Kg.,3794.0,Kg.,6592.0,KT,PANBIO COVID-19 AG RAPID T DEVICE 25T NP BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,6272,Trade Atlas - 01-03-2022 - File ID 3341355287.xlsx
