paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
17333,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EAST WEST LINKS,CO ASGHAR HOSPITAL KARACHI,PK - Pakistan,.,.,.,.,HANG ZHOU REALY TECHNOLOGY LIMITED COMPANY,,China,2342.56,0.0,USD,0.0,,0.0,,26.0,KG,Covid19 IGGIGM Rapid Test device  Whole Blood serumPlasma   I.C.T. Immunochromatographic kit   As Per Invoice No. SO2106000959 Dated. 14062021,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17333,Pakistan Trade Atlas All 2021 HS 382200.csv
17351,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,GENRUI BIOTECH INC,,China,99990.32,0.0,USD,0.0,,0.0,,2084.0,KG,ITEMS SERIAL NO.3 NOVEL CORONAVIRUS 2019nCOVNUCLEIC ACID DETECTION KIT RTPCR96TKIT,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,17351,Pakistan Trade Atlas All 2021 HS 382200.csv
17358,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARDCOVID2 CAL OUSStandard or calibrator,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,17358,Pakistan Trade Atlas All 2021 HS 382200.csv
17366,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,GENRUI BIOTECH INC,,China,140086.26,0.0,USD,0.0,,0.0,,2011.0,KG,"ITEMS SERIAL NO1,2 NUCLEIC ACID EXTRACTION KIT48TKIT,INCLUDING 6 STRIPS 8SET MAGNETIC ROD COVER,",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,17366,Pakistan Trade Atlas All 2021 HS 382200.csv
17367,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALNTY SARSCOV2  IGG  CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,17367,Pakistan Trade Atlas All 2021 HS 382200.csv
17369,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,505.4,0.0,USD,0.0,,0.0,,10.0,KG,ARC SARSCOVID2 100 OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,17369,Pakistan Trade Atlas All 2021 HS 382200.csv
17687,05-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES,"OFFICE#1, 1ST FLOOR, ABC PLAZA, COMMERCIAL CENTER SATELLITE TOWN, RAWALPINDI-PAKISTAN.",PK - Pakistan,.,.,.,.,IMMUNODIAGNOSTICS LIMITED,,Hong Kong,276.0,0.0,USD,0.0,,0.0,,20.0,KG,DIAGNOSTIC REAGENTSARSCOV2 ELISA AND ICT TEST KITS,0.0,,,,,,LPAF,,RAFAQIBS ENTERPRISES,,0.0,,,,,,,,,,,17687,Pakistan Trade Atlas All 2021 HS 382200.csv
17696,05-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,3216.45,0.0,USD,0.0,,0.0,,15.0,KG,ANTISARASCOV2 ELECSYS COBAS E 200 QTY 15 PCS BATCH NO 55891801 MFG DT 17.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17696,Pakistan Trade Atlas All 2021 HS 382200.csv
17769,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,2040.0,0.0,USD,0.0,,0.0,,6.0,KG,0.2ml PCR 8Strips Tubes Realtime PCR  Natural Color For Covid19 Test  Qty 125 Pack  10 Packs Case,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17769,Pakistan Trade Atlas All 2021 HS 382200.csv
17780,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,1380.0,0.0,USD,0.0,,0.0,,3.0,KG,M2K OPTICAL AD COVERS100X,0.0,,,,,,KPAF,,MEMON ENTERPRISE,,0.0,,,,,,,,,,,17780,Pakistan Trade Atlas All 2021 HS 382200.csv
17786,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,1420.0,0.0,USD,0.0,,0.0,,4.0,KG,0.2ml PCR 8Strips Tubes for Realtime PCR  Natural Color For Covid19 Test  Qty 125 Pack  10 Packs Case,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17786,Pakistan Trade Atlas All 2021 HS 382200.csv
17789,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,1040.0,0.0,USD,0.0,,0.0,,8.0,KG,200ul Multi Chanel Pipette   Racked  DnaseRnase Free Natural Color  for Covid19 test. Qty 96 rack  10 racksPack  5 PacksCase,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17789,Pakistan Trade Atlas All 2021 HS 382200.csv
17796,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,680.0,0.0,USD,0.0,,0.0,,2.0,KG,0.2ml PCR 8Strips Tubes and Optical Flat caps for Realtime PCR low profile  Natural Color For Covid19 Test  Qty 125 Pack  10 Packs Case QTY2.00CTN,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17796,Pakistan Trade Atlas All 2021 HS 382200.csv
17809,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,2019NCOV RBD ANTIBODY RAPID TEST,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17809,Pakistan Trade Atlas All 2021 HS 382200.csv
17812,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GULF MARKETING INTERNATIONAL,OFFICE NO 1&2 GRACE PLAZA 3RD FLOOR COMMERCIAL MARKET RAWALPINDI PAKISTAN,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH CO LTD,,China,213.16,0.0,USD,0.0,,0.0,,18.0,KG,S1 PCR KIT SARSCOV2 DETECTION KIT  DIRECT FLOURESCENCE PCR KIT    48 TEST  LOT NO YF2106002 EXP 16062022. BRAND HEALGEN  CHINA ORIGIN QTY 624 TEST   NET WEIGHT  0.40,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17812,Pakistan Trade Atlas All 2021 HS 382200.csv
17829,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,FINECARE 2019NCOV RBD ANTIBODY TEST,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17829,Pakistan Trade Atlas All 2021 HS 382200.csv
17837,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL PAKISTAN (PVT) LTD,"162, Banglore Town, Shahrah-e-Faisal,",PK - Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,Bahrain,18.95,0.0,USD,0.0,,0.0,,1.0,KG,2185732636 COVID 19 ANTIGEN RAPID TEST,0.0,,,,,,LPFI,,SHAH AGENCIES,,0.0,,,,,,,,,,,17837,Pakistan Trade Atlas All 2021 HS 382200.csv
17858,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,WONDFO 2019NCOV LGG ANTI BODY TEST LATERAL FLOW METHOD,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17858,Pakistan Trade Atlas All 2021 HS 382200.csv
17870,01-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,GENRUI BIOTECH INC,,China,108864.0,0.0,USD,0.0,,0.0,,3780.0,KG,"NUCLEIC ACID EXTRACTION HEPATITIS KIT 48TKIT,INCLUDING 6 STRIPS 8SET MAGNETIC ROD COVER",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,17870,Pakistan Trade Atlas All 2021 HS 382200.csv
17883,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,China,33.37,0.0,USD,0.0,,0.0,,0.5,KG,. 2. NUECLIC ACID VIRAL DNA   HEPATITAS  PCR KIT FOR CORONA VIRUS  BRAND PROMOTER  ORIGIN CHINA LOT NO P121  EXP 16042022 QTY 02 NOS  0.50 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17883,Pakistan Trade Atlas All 2021 HS 382200.csv
17889,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,China,332.8,0.0,USD,0.0,,0.0,,75.0,KG,1. HBV HEPATITAS B VIRUS  PCR KIT FOR CORONA VIRUS  BRAND PROMOTER  ORIGIN CHINA   LOT NO P131  EXP 12052022  QTY 200 NOS 51 KGS NE,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17889,Pakistan Trade Atlas All 2021 HS 382200.csv
17891,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,0.07,0.0,USD,0.0,,0.0,,6.0,KG,BOSPHORE SARSCOV2 VARIANT DETECTION KIT V4 25 RXNBOX QTY 6 KIT SAMPLE,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17891,Pakistan Trade Atlas All 2021 HS 382200.csv
17892,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,1413.32,0.0,USD,0.0,,0.0,,6.0,KG,BOSPHORE SARSCOV2 SCREENING  VARIANT KIT V3 50RXNBOX QTY 6 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17892,Pakistan Trade Atlas All 2021 HS 382200.csv
17895,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,0.06,0.0,USD,0.0,,0.0,,5.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V4 INTERNAL CONTROL QTY 5 KIT SAMPLE,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17895,Pakistan Trade Atlas All 2021 HS 382200.csv
17897,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,China,449.39,0.0,USD,0.0,,0.0,,28.4,KG,. HBV HEPATITAS B VIRUS  PCR KIT FOR CORONA VIRUS  BRAND PROMOTER  ORIGIN CHINA   LOT NO P131  EXP 11042022  QTY 100 NOS  28.40 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17897,Pakistan Trade Atlas All 2021 HS 382200.csv
17903,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL HEALTH CARE,"102 FIRST FLOOR, PLOT NO. 3C, STREET NO. 5, BADARCOMMERCIAL D.H.A. PHASE - V, EXT. KARAC",PK - Pakistan,.,.,.,.,VI SOLE FZC,,South Korea,1250.0,0.0,USD,0.0,,0.0,,25.0,KG,5.COVID 19 SARSCOV2 REAL TIME PCR KIT  LOT NO.SRRED31 EXP21.01.2023 25 TEST PER KIT50 KITS25 KGS NET,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17903,Pakistan Trade Atlas All 2021 HS 382200.csv
17905,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,220080.0,0.0,USD,0.0,,0.0,,840.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V4 100RXNBOX QTY 840 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17905,Pakistan Trade Atlas All 2021 HS 382200.csv
17909,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,741.99,0.0,USD,0.0,,0.0,,7.0,KG,QUANTIPHORE SARSCOV2 DETECTION KIT V5 50RXNBOX QTY 7 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17909,Pakistan Trade Atlas All 2021 HS 382200.csv
17977,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,2144.3,0.0,USD,0.0,,0.0,,10.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 10 PCS BATCH NO 55891801 MFG DT 17.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17977,Pakistan Trade Atlas All 2021 HS 382200.csv
18011,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED ART PAKISTAN,KHI PAK,PK - Pakistan,.,.,.,.,BGI HEALTH (HK) COMPANY LIMITED,,China,500.0,0.0,USD,0.0,,0.0,,50.0,KG,Realtime fluorescent RT PCR KIT 4 detecting SARS COV2 kit WIGHT.30 KGS.0.026 PAR KIT.50 KITS,0.0,,,,,,KPAF,,PAK EXPEDITIORS,,0.0,,,,,,,,,,,18011,Pakistan Trade Atlas All 2021 HS 382200.csv
18112,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,29.56,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 S  CS ELECSYS  QTY 1 PCS BATCH NO 51336001 MFG DT 21.10.20 EXP DT 30.9.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18112,Pakistan Trade Atlas All 2021 HS 382200.csv
18154,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,35.74,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 PC ELECSYS QTY 1 PCS BATCH NO 55612801 MFG DT 4.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18154,Pakistan Trade Atlas All 2021 HS 382200.csv
18162,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,1715.44,0.0,USD,0.0,,0.0,,8.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 8 PCS BATCH NO 55891801 MFG DT 17.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18162,Pakistan Trade Atlas All 2021 HS 382200.csv
18181,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,107.22,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 PC ELECSYS  QTY 3 PCS BATCH NO 55612801 MFG DT 4.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18181,Pakistan Trade Atlas All 2021 HS 382200.csv
18187,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,2787.59,0.0,USD,0.0,,0.0,,13.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 13 PCS BATCH NO 55891801 MFG DT 17.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18187,Pakistan Trade Atlas All 2021 HS 382200.csv
18242,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,1072.15,0.0,USD,0.0,,0.0,,5.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 5 PCS BATCH NO 55891801 MFG DT 17.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18242,Pakistan Trade Atlas All 2021 HS 382200.csv
18292,26-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,63.01,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2   CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,18292,Pakistan Trade Atlas All 2021 HS 382200.csv
18369,25-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,TIB MOLBIOL,,Germany,166.41,0.0,USD,0.0,,0.0,,1.0,KG,"LIGHT MIX KIT SARBECOVIRUS SARSCOV2 QTY 1 PCS EXEMPTION OF SRO 1251, 1257 AND 1241 SERIAL  10",0.0,,,,,,KPFI,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18369,Pakistan Trade Atlas All 2021 HS 382200.csv
18371,25-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN LIFOTRONIC TECHNOLOGY,,China,98338.0,0.0,USD,0.0,,0.0,,4000.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ANTIGEN KITS 25TESTKIT QTY4000 KITS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,18371,Pakistan Trade Atlas All 2021 HS 382200.csv
18424,24-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TAHIR SCIENTIFIC SUPPLIES,PESHAWAR,PK - Pakistan,.,.,.,.,,,Turkey,3000.0,0.0,USD,0.0,,0.0,,300.0,KG,COVID 19 ANTIGEN RAPID TEST SARS  COVID 2 IMMUNOCHROMATOGRAPHY LOT CCOV 201.21CRD.02 EXP 052023 BRAND  CHIL ORIGIN  TURKEY  TOTAL PCS  29200 TOTAL WEIGHT300 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,18424,Pakistan Trade Atlas All 2021 HS 382200.csv
