,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Ratio,Top P Match UIDs,Matching P Tags,Top M Match Ratio,Top M Match UIDs,Matching M Tags
545,15976,15977,23-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL PAKISTAN (PVT) LTD,"162, Banglore Town, Shahrah-e-Faisal,",PK - Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,United States,44.96,0.0,USD,0.0,,0.0,,4.4,KG,8591718435  SARSCOV2 ANTIGEN RAPID TEST KIT,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,15977,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"44 | 187 | 171 | 209 | 550 | 1173 | 618 | 648 | 1245 | 613 | 1243 | 643 | 644,645,646 | 1074 | 185","antigen | antigen | antigen,rapid | antigen,rapid | antigen,rapid | rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid",0.0,,
546,16033,16034,19-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,,PK - Pakistan,.,.,.,.,PROCOMCURE BIOTECH GMBH,,Germany,14.64,0.0,USD,0.0,,0.0,,1.0,KG,Phoenix Dx SARS COV2 Mulant Screen E484Q 96 Test  QTY1.00 KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,16034,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1303 | 1314,dx | 96,0.5,550 | 319,scientific | scientific
547,16037,16038,19-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,2856.64,0.0,USD,0.0,,0.0,,16.0,KG,DIAGNOSTICS REAGENTSKIT COBAS 68008800 SARSCOV2 RMC QTY 16 PCS BATCH NO. H06710 MFG DT. 24.03.2021 EXP DT. 28.02.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,16038,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
548,16038,16039,19-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SURE BIO DIAGNOSTICS & PHARMACEUTICALS,EE 10 DEFENCE VIEW PHASE II NEAR IQRA UNIVERSITY SHAHEED-E-MILLAT EXPRESS WAY KARACHI-75,PK - Pakistan,.,.,.,.,,,Turkey,129.6,0.0,USD,0.0,,0.0,,125.0,KG,TCV03 Toyo  COVID19 Ag Test QTY 125,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,16039,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,160 | 152,ag | ag,0.5,"544 | 62 | 108 | 109 | 31 | 977 | 549 | 715 | 716 | 91 | 920 | 217 | 139 | 997 | 263 | 611 | 140 | 370 | 368 | 367 | 366 | 369 | 539 | 228 | 411 | 969 | 419 | 352 | 647 | 132,133 | 131 | 643 | 252 | 256 | 185 | 699 | 901 | 702 | 214 | 110","bio | bio | bio | bio | diagnostics | diagnostics | bio,diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | bio | bio | bio | bio | diagnostics | diagnostics | diagnostics | diagnostics | bio | bio | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | bio | bio | bio"
549,16040,16041,19-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,,PK - Pakistan,.,.,.,.,PROCOMCURE BIOTECH GMBH,,Germany,29.28,0.0,USD,0.0,,0.0,,2.0,KG,PHOENIX DX SARS COV2 681R MULTIPLEX 96 TESTS  QTY2.00 KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,16041,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1303 | 1314,dx | 96,0.5,550 | 319,scientific | scientific
550,16198,16199,18-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,71.48,0.0,USD,0.0,,0.0,,2.0,KG,ANTISARSCOV2 PC ELECSYS QTY 2 PCS BATCH NO. 56229201 MFG DT. 01.06.2021 EXP DT. 30.09.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,16199,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,256 | 777,elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
551,16206,16207,18-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,107.22,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 PC ELECSYS QTY 3 PCS BATCH NO. 56229201 MFG DT. 01.06.2021 EXP DT. 30.09.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,16207,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,268 | 291 | 256 | 777,3 | 3 | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
552,16534,16535,16-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL PAKISTAN (PVT) LTD,"162, Banglore Town, Shahrah-e-Faisal,",PK - Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,United Arab Emirates,32.06,0.0,USD,0.0,,0.0,,3.9,KG,7264293116  2019NCOV ANTIGEN TEST LATERAL FLOW METHOD,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,16535,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,44 | 187,antigen | antigen,0.0,,
553,16603,16604,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1010.8,0.0,USD,0.0,,0.0,,10.0,KG,ALNTY SARSCOV2 IGM 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,16604,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
554,16606,16607,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",NEW CHEMICAL CENTRE,3-SYED MAUJ DARYA (EDWARD) ROAD LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,FISHER SCIENTIFIC UK LTD,,Germany,13.9,0.0,USD,0.0,,0.0,,1.0,KG,NEODYMIUM III NITRATE 50G 1 NONEODYMIUM III NITRATE 3N   50G  LOT NO . M14F007  EXP 232023  BRAND ALFA AESAR  ORIGIN GERMANY  QTY01 NO NET WEIGHT 0.50G,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,16607,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,1348,1,0.5,385,chemical
555,16645,16646,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,126482.9,0.0,USD,0.0,,0.0,,1461.64,KG,6K1224 RT PCR DNA SARS COV2 PREP KIT 280 KIT COMBINED WITH ALL CONSUMBLES 4J717016NO4J71751NO4J7110113NO4J711713NO4J712015NO4J713029NO4J716021NORUN TO AUTOMATED,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,16646,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1336 | 1347,"rt | rt,cov2",0.3333333333333333,467 | 257,system | system
556,16750,16751,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SHAHEEN AERO TRADERS,"OPP. BENAZIR BHUTTO INTERNATIONAL AIRPORT, CHAKLALA, ISLAMABAD, PAKISTAN AND HABIB BA",PK - Pakistan,.,.,.,.,GENERAL BIOLOGICALS CORPORATION,,Taiwan,61210.81,0.0,USD,0.0,,0.0,,761.0,KG,PCR DIAGNOSTIC KITS FOR COVID....GB SARSCOV2 REALTIME RTPCR..... LOT NO.PVT61516 EXP.24.02.2023,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,16751,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,1409,"pcr,realtime",0.0,,
557,16836,16837,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SHAHEEN AERO TRADERS,"OPP. BENAZIR BHUTTO INTERNATIONAL AIRPORT, CHAKLALA, ISLAMABAD, PAKISTAN AND HABIB BA",PK - Pakistan,.,.,.,.,GENERAL BIOLOGICALS CORPORATION,,Taiwan,55499.94,0.0,USD,0.0,,0.0,,690.0,KG,PCR DIAGNOSTIC KITS FOR COVID.....    GB SARSCOV2 REALTIMEPCR LOT NO. PVT61502PVT60516 EXP. 03.05.2023,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,16837,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,296 | 1338 | 952 | 1035 | 1442,"pcr,gb | diagnostic | pcr | pcr | pcr",0.0,,
558,16975,16976,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,1800.0,0.0,USD,0.0,,0.0,,9.0,KG,9N7780 RT PCR SARS COV2 RGT KIT 10 KIT 9KG,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,16976,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1336 | 1347,"rt | rt,cov2",0.3333333333333333,467 | 257,system | system
559,16980,16981,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1649.28,0.0,USD,0.0,,0.0,,6.0,KG,ARC SARS COV 2 IGGII QUANT CONTCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,16981,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,"71,1150,70 | 767 | 770 | 1240 | 1356 | 531 | 680",2 | quant | quant | 2 | 2 | 2 | 2,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
560,16995,16996,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",NEW CHEMICAL CENTRE,3-SYED MAUJ DARYA (EDWARD) ROAD LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,FISHER SCIENTIFIC UK LTD,,Germany,111.21,0.0,USD,0.0,,0.0,,8.0,KG,EXAMINED THE CONSIGNMENT AND FOUND LABORATORY CHEMICAL PRODUCTS DETAIL AS UNDER 01 THIOPHENE 99  500G  LOT NO. 10220935  EXP 232023 BRAND ALFA AESAR   ORIGIN GERM,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,16996,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,603,and,0.5,385,chemical
561,16996,16997,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,155999.97,0.0,USD,0.0,,0.0,,324.0,KG,9N7790 RT PCR SARS COV2 RGT96KIT  312 KIT 324KGS,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,16997,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1336 | 1347,"rt | rt,cov2",0.3333333333333333,467 | 257,system | system
562,17011,17012,14-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BOLLORE LOGISTICS UK LTD,,Cyprus,48098.85,0.0,USD,0.0,,0.0,,75.0,KG,GENESIG REAL TIME PCR COVID19 KIT 96 REACTION 75 KITS NO.ZPATHCOVID19CE,0.0,,,,,,KPFI,,BABA IMPEX,,0.0,,,,,,,,,,,17012,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,211 | 1095 | 1314 | 923 | 651 | 1057,"time,real | time,real | 96 | time,real | pcr,time,real | pcr,time,real",0.5,"31 | 977 | 715 | 716 | 91 | 920 | 217 | 139 | 997 | 263 | 611 | 140 | 370 | 539 | 228 | 411 | 969 | 647 | 132,133 | 131 | 643 | 252 | 256 | 185 | 699 | 901",diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics
563,17093,17094,12-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN LIFOTRONIC TECHNOLOGY,,China,98088.0,0.0,USD,0.0,,0.0,,4000.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ANTIGEN KITS 25TESTKIT QTY4000 KITS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,17094,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,44 | 187,antigen | antigen,0.0,,
564,17102,17103,12-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SHAHEEN AERO TRADERS,"OPP. BENAZIR BHUTTO INTERNATIONAL AIRPORT, CHAKLALA, ISLAMABAD, PAKISTAN AND HABIB BA",PK - Pakistan,.,.,.,.,GENERAL BIOLOGICALS CORPORATION,,Taiwan,818999.63,0.0,USD,0.0,,0.0,,6369.3,KG,PCR DIAGNOSTIC KITS FOR COVID19...... GB  KITS FOR COVID ORIGIN TAIWAN NET WEIGHT 6369.3 KGS  DETAIL AS UNDER 1 GB NextGen RNADNA KIT  LOT NO.210408A EXP.08.04.2023 QTY 2KI,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17103,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,296 | 1338 | 952 | 1035 | 1442,"pcr,gb | diagnostic | pcr | pcr | pcr",0.0,,
565,17143,17144,12-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,4284.96,0.0,USD,0.0,,0.0,,24.0,KG,KIT COBAS 68008800 SARSCOV2 RMC QTY 24 PCS BATCH NO. H00547 MFG DT. 05.03.2021 EXP DT. 31.01.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17144,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
566,17145,17146,12-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,311520.0,0.0,USD,0.0,,0.0,,60.0,KG,KIT COBAS 68008800 SARSCOV2 400T QTY 60 PCS BATCH NO. H04507 MFG DT. 09.02.2021 EXP DT. 31.12.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17146,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
567,17154,17155,12-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,311520.0,0.0,USD,0.0,,0.0,,60.0,KG,KIT COBAS 68008800 SARSCOV2 480T QTY 60 PCS BATCH NO. H00366 MFG DT. 18.02.2021 EXP DT. 31.12.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17155,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
568,17181,17182,12-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,3570.8,0.0,USD,0.0,,0.0,,20.0,KG,KIT COBAS 68008800 SARSCOV2 RMC QTY 20 PCS BATCH NO. H05009 MFG DT. 19.03.2021 EXP DT. 28.02.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17182,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
569,17293,17294,10-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Austria,2078.02,0.0,USD,0.0,,0.0,,2.0,KG,QFN SARSCOV2 STARTEREXTENDED PACK QTY 2 PCS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17294,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,331,pack,0.0,,
570,17302,17303,09-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,AESKU DIAGNOSTICS GMBH & CO KG,,Germany,5865.65,0.0,USD,0.0,,0.0,,100.0,KG,AESKU SARSCOV2RIP KIT 100 KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17303,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,930 | 1116,100 | kit,0.3333333333333333,467 | 257,system | system
571,17330,17331,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,63.01,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CTL OUSControl,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,17331,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
572,17332,17333,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EAST WEST LINKS,CO ASGHAR HOSPITAL KARACHI,PK - Pakistan,.,.,.,.,HANG ZHOU REALY TECHNOLOGY LIMITED COMPANY,,China,2342.56,0.0,USD,0.0,,0.0,,26.0,KG,Covid19 IGGIGM Rapid Test device  Whole Blood serumPlasma   I.C.T. Immunochromatographic kit   As Per Invoice No. SO2106000959 Dated. 14062021,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17333,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,198 | 1173 | 204 | 205,"iggigm,rapid | rapid | iggigm,rapid | iggigm,rapid",0.09090909090909091,1094,west
573,17350,17351,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,GENRUI BIOTECH INC,,China,99990.32,0.0,USD,0.0,,0.0,,2084.0,KG,ITEMS SERIAL NO.3 NOVEL CORONAVIRUS 2019nCOVNUCLEIC ACID DETECTION KIT RTPCR96TKIT,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,17351,Pakistan Trade Atlas All 2021 HS 382200.csv,0.75,1326 | 1327 | 461,"coronavirus,detection,novel | coronavirus,detection,novel | coronavirus,detection,novel",0.5,259 | 469,pharma | pharma
574,17357,17358,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARDCOVID2 CAL OUSStandard or calibrator,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,17358,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
575,17365,17366,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,GENRUI BIOTECH INC,,China,140086.26,0.0,USD,0.0,,0.0,,2011.0,KG,"ITEMS SERIAL NO1,2 NUCLEIC ACID EXTRACTION KIT48TKIT,INCLUDING 6 STRIPS 8SET MAGNETIC ROD COVER,",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,17366,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"144 | 207,208","acid,nucleic | acid,nucleic",0.5,259 | 469,pharma | pharma
576,17366,17367,08-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALNTY SARSCOV2  IGG  CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,17367,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
