,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
588,17768,17769,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,2040.0,0.0,USD,0.0,,0.0,,6.0,KG,0.2ml PCR 8Strips Tubes Realtime PCR  Natural Color For Covid19 Test  Qty 125 Pack  10 Packs Case,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17769,Pakistan Trade Atlas All 2021 HS 382200.csv,"pcr,realtime","{'pcr,realtime': '1ea'}","co,biotech | co,biotech | co,biotech","{'co,biotech': '1ea'} | {'co,biotech': '1ea'} | {'co,biotech': '1ea'}",1.0,0.6666666666666666,1.6666666666666665,1409,798 | 799 | 801,916 | 17 | 18 | 1271
589,17779,17780,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,1380.0,0.0,USD,0.0,,0.0,,3.0,KG,M2K OPTICAL AD COVERS100X,0.0,,,,,,KPAF,,MEMON ENTERPRISE,,0.0,,,,,,,,,,,17780,Pakistan Trade Atlas All 2021 HS 382200.csv,,,abbott | abbott | abbott | abbott | abbott | abbott,{'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20},0.0,10.0,10.0,,916 | 17 | 18 | 32 | 33 | 975,916 | 17 | 18 | 32 | 33 | 975
590,17785,17786,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,1420.0,0.0,USD,0.0,,0.0,,4.0,KG,0.2ml PCR 8Strips Tubes for Realtime PCR  Natural Color For Covid19 Test  Qty 125 Pack  10 Packs Case,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17786,Pakistan Trade Atlas All 2021 HS 382200.csv,"pcr,realtime","{'pcr,realtime': '1ea'}","co,biotech | co,biotech | co,biotech","{'co,biotech': '1ea'} | {'co,biotech': '1ea'} | {'co,biotech': '1ea'}",1.0,0.6666666666666666,1.6666666666666665,1409,798 | 799 | 801,916 | 17 | 18 | 1271
591,17788,17789,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,1040.0,0.0,USD,0.0,,0.0,,8.0,KG,200ul Multi Chanel Pipette   Racked  DnaseRnase Free Natural Color  for Covid19 test. Qty 96 rack  10 racksPack  5 PacksCase,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17789,Pakistan Trade Atlas All 2021 HS 382200.csv,96,{'96': '1ea'},"co,biotech | co,biotech | co,biotech","{'co,biotech': '1ea'} | {'co,biotech': '1ea'} | {'co,biotech': '1ea'}",1.0,0.6666666666666666,1.0,1314,798 | 799 | 801,1314
592,17795,17796,03-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH C/O MOLECULAR,,China,680.0,0.0,USD,0.0,,0.0,,2.0,KG,0.2ml PCR 8Strips Tubes and Optical Flat caps for Realtime PCR low profile  Natural Color For Covid19 Test  Qty 125 Pack  10 Packs Case QTY2.00CTN,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17796,Pakistan Trade Atlas All 2021 HS 382200.csv,"pcr,realtime","{'pcr,realtime': '1ea'}","co,biotech | co,biotech | co,biotech","{'co,biotech': '1ea'} | {'co,biotech': '1ea'} | {'co,biotech': '1ea'}",1.0,0.6666666666666666,1.6666666666666665,1409,798 | 799 | 801,916 | 17 | 18 | 1271 | 603
593,17808,17809,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,2019NCOV RBD ANTIBODY RAPID TEST,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17809,Pakistan Trade Atlas All 2021 HS 382200.csv,"rapid,antibody","{'rapid': 4, 'antibody': 4}","wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech","{'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'}",8.0,21.0,45.333333333333336,1099,158 | 112 | 113 | 824 | 859 | 792 | 281,792
594,17811,17812,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GULF MARKETING INTERNATIONAL,OFFICE NO 1&2 GRACE PLAZA 3RD FLOOR COMMERCIAL MARKET RAWALPINDI PAKISTAN,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH CO LTD,,China,213.16,0.0,USD,0.0,,0.0,,18.0,KG,S1 PCR KIT SARSCOV2 DETECTION KIT  DIRECT FLOURESCENCE PCR KIT    48 TEST  LOT NO YF2106002 EXP 16062022. BRAND HEALGEN  CHINA ORIGIN QTY 624 TEST   NET WEIGHT  0.40,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17812,Pakistan Trade Atlas All 2021 HS 382200.csv,healgen,{'healgen': 20},"zhejiang,gene,orient,biotech | zhejiang,gene,orient,biotech","{'orient_gene': 20, 'zhejiang,biotech': '1ea'} | {'orient_gene': 20, 'zhejiang,biotech': '1ea'}",3.3333333333333335,22.0,22.0,1069,138 | 376,138 | 376
595,17828,17829,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,FINECARE 2019NCOV RBD ANTIBODY TEST,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17829,Pakistan Trade Atlas All 2021 HS 382200.csv,"rbd,finecare,antibody","{'finecare': 20, 'antibody': 4, 'rbd': '1ea'}","wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech","{'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'}",12.5,21.0,67.0,792,158 | 112 | 113 | 824 | 859 | 792 | 281,792
596,17836,17837,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL PAKISTAN (PVT) LTD,"162, Banglore Town, Shahrah-e-Faisal,",PK - Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,Bahrain,18.95,0.0,USD,0.0,,0.0,,1.0,KG,2185732636 COVID 19 ANTIGEN RAPID TEST,0.0,,,,,,LPFI,,SHAH AGENCIES,,0.0,,,,,,,,,,,17837,Pakistan Trade Atlas All 2021 HS 382200.csv,"antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid","{'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4}",,,8.0,0.0,8.0,171 | 209 | 550 | 618 | 648 | 1245 | 613 | 1243 | 643 | 1074 | 185,,171 | 209 | 550 | 618 | 648 | 1245 | 613 | 1243 | 643 | 1074 | 185
597,17857,17858,02-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDITEC INSTRUMENT CO,"SUITE 202, TAHIR PLAZA, PLOT-A-20, K.C.H.S.U COMMERCIAL AREA, DUTY FREE SHOP, KARACHI PA",PK - Pakistan,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.",,China,200.0,0.0,USD,0.0,,0.0,,200.0,KG,WONDFO 2019NCOV LGG ANTI BODY TEST LATERAL FLOW METHOD,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,17858,Pakistan Trade Atlas All 2021 HS 382200.csv,anti,{'anti': 20},"wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech | wondfo,guangzhou,biotech","{'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'} | {'wondfo_biotech': 20, 'guangzhou': '1ea'}",10.0,21.0,52.0,777,158 | 112 | 113 | 824 | 859 | 792 | 281,113
598,17869,17870,01-07-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,GENRUI BIOTECH INC,,China,108864.0,0.0,USD,0.0,,0.0,,3780.0,KG,"NUCLEIC ACID EXTRACTION HEPATITIS KIT 48TKIT,INCLUDING 6 STRIPS 8SET MAGNETIC ROD COVER",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,17870,Pakistan Trade Atlas All 2021 HS 382200.csv,"strips | nucleic,acid","{'strips': 4} | {'nucleic,acid': '1ea'}","genrui,biotech | genrui,biotech | genrui,biotech | genrui,biotech | genrui,biotech","{'genrui': 20, 'biotech': '1ea'} | {'genrui': 20, 'biotech': '1ea'} | {'genrui': 20, 'biotech': '1ea'} | {'genrui': 20, 'biotech': '1ea'} | {'genrui': 20, 'biotech': '1ea'}",2.0,21.0,21.0,725 | 144,603 | 625 | 816 | 822 | 636,603 | 625 | 816 | 822 | 636
599,17882,17883,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,China,33.37,0.0,USD,0.0,,0.0,,0.5,KG,. 2. NUECLIC ACID VIRAL DNA   HEPATITAS  PCR KIT FOR CORONA VIRUS  BRAND PROMOTER  ORIGIN CHINA LOT NO P121  EXP 16042022 QTY 02 NOS  0.50 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17883,Pakistan Trade Atlas All 2021 HS 382200.csv,"virus,corona","{'virus,corona': '1ea'}","hangzhou,biotech,acon | hangzhou,biotech,acon | hangzhou,biotech,acon","{'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'}",1.0,41.0,41.0,1175,610 | 282 | 805,610 | 282 | 805
600,17888,17889,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,China,332.8,0.0,USD,0.0,,0.0,,75.0,KG,1. HBV HEPATITAS B VIRUS  PCR KIT FOR CORONA VIRUS  BRAND PROMOTER  ORIGIN CHINA   LOT NO P131  EXP 12052022  QTY 200 NOS 51 KGS NE,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17889,Pakistan Trade Atlas All 2021 HS 382200.csv,"virus,corona","{'virus,corona': '1ea'}","hangzhou,biotech,acon | hangzhou,biotech,acon | hangzhou,biotech,acon","{'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'}",1.0,41.0,41.0,1175,610 | 282 | 805,610 | 282 | 805
601,17890,17891,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,0.07,0.0,USD,0.0,,0.0,,6.0,KG,BOSPHORE SARSCOV2 VARIANT DETECTION KIT V4 25 RXNBOX QTY 6 KIT SAMPLE,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17891,Pakistan Trade Atlas All 2021 HS 382200.csv,detection | detection | detection | detection | 6 | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection,{'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'6': '1ea'} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1},,,0.5,0.0,0.5,328 | 925 | 245 | 164 | 271 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021,,328 | 925 | 245 | 164 | 271 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021
602,17891,17892,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,1413.32,0.0,USD,0.0,,0.0,,6.0,KG,BOSPHORE SARSCOV2 SCREENING  VARIANT KIT V3 50RXNBOX QTY 6 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17892,Pakistan Trade Atlas All 2021 HS 382200.csv,6,{'6': '1ea'},,,0.5,0.0,0.5,271,,271
603,17894,17895,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,0.06,0.0,USD,0.0,,0.0,,5.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V4 INTERNAL CONTROL QTY 5 KIT SAMPLE,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17895,Pakistan Trade Atlas All 2021 HS 382200.csv,"detection,coronavirus,novel | detection,novel,coronavirus | detection,novel,coronavirus","{'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'novel,coronavirus': '1ea'} | {'detection': 1, 'novel,coronavirus': '1ea'}",,,1.5,0.0,1.5,1326 | 1327 | 461,,1326 | 1327 | 461
604,17896,17897,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,China,449.39,0.0,USD,0.0,,0.0,,28.4,KG,. HBV HEPATITAS B VIRUS  PCR KIT FOR CORONA VIRUS  BRAND PROMOTER  ORIGIN CHINA   LOT NO P131  EXP 11042022  QTY 100 NOS  28.40 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17897,Pakistan Trade Atlas All 2021 HS 382200.csv,"virus,corona","{'virus,corona': '1ea'}","hangzhou,biotech,acon | hangzhou,biotech,acon | hangzhou,biotech,acon","{'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'}",1.0,41.0,41.0,1175,610 | 282 | 805,610 | 282 | 805
605,17902,17903,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL HEALTH CARE,"102 FIRST FLOOR, PLOT NO. 3C, STREET NO. 5, BADARCOMMERCIAL D.H.A. PHASE - V, EXT. KARAC",PK - Pakistan,.,.,.,.,VI SOLE FZC,,South Korea,1250.0,0.0,USD,0.0,,0.0,,25.0,KG,5.COVID 19 SARSCOV2 REAL TIME PCR KIT  LOT NO.SRRED31 EXP21.01.2023 25 TEST PER KIT50 KITS25 KGS NET,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,17903,Pakistan Trade Atlas All 2021 HS 382200.csv,"time,real,pcr | time,real,pcr","{'time,real,pcr': '1ea'} | {'time,real,pcr': '1ea'}",,,3.0,0.0,3.0,651 | 1057,,651 | 1057
606,17904,17905,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,220080.0,0.0,USD,0.0,,0.0,,840.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V4 100RXNBOX QTY 840 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17905,Pakistan Trade Atlas All 2021 HS 382200.csv,"detection,coronavirus,novel | detection,novel,coronavirus | detection,novel,coronavirus","{'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'novel,coronavirus': '1ea'} | {'detection': 1, 'novel,coronavirus': '1ea'}",,,1.5,0.0,1.5,1326 | 1327 | 461,,1326 | 1327 | 461
607,17908,17909,29-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,741.99,0.0,USD,0.0,,0.0,,7.0,KG,QUANTIPHORE SARSCOV2 DETECTION KIT V5 50RXNBOX QTY 7 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,17909,Pakistan Trade Atlas All 2021 HS 382200.csv,detection | detection | detection | detection | 7 | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection,{'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'7': '1ea'} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1},,,0.5,0.0,0.5,328 | 925 | 245 | 164 | 272 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021,,328 | 925 | 245 | 164 | 272 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021
608,17976,17977,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,2144.3,0.0,USD,0.0,,0.0,,10.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 10 PCS BATCH NO 55891801 MFG DT 17.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,17977,Pakistan Trade Atlas All 2021 HS 382200.csv,elecsys | elecsys,{'elecsys': 20} | {'elecsys': 20},"diagnostics,gmbh,roche | diagnostics,gmbh,roche | diagnostics,gmbh,roche","{'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'}",10.0,25.0,63.333333333333336,256 | 777,893 | 911 | 914,893 | 911
609,18010,18011,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED ART PAKISTAN,KHI PAK,PK - Pakistan,.,.,.,.,BGI HEALTH (HK) COMPANY LIMITED,,China,500.0,0.0,USD,0.0,,0.0,,50.0,KG,Realtime fluorescent RT PCR KIT 4 detecting SARS COV2 kit WIGHT.30 KGS.0.026 PAR KIT.50 KITS,0.0,,,,,,KPAF,,PAK EXPEDITIORS,,0.0,,,,,,,,,,,18011,Pakistan Trade Atlas All 2021 HS 382200.csv,"rt,cov2 | fluorescent,pcr | fluorescent,pcr | fluorescent,pcr","{'rt,cov2': '1ea'} | {'fluorescent,pcr': '1ea'} | {'fluorescent,pcr': '1ea'} | {'fluorescent,pcr': '1ea'}",bgi,{'bgi': 20},2.0,10.0,20.8,1347 | 952 | 1035 | 1442,568,568
610,18111,18112,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,29.56,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 S  CS ELECSYS  QTY 1 PCS BATCH NO 51336001 MFG DT 21.10.20 EXP DT 30.9.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18112,Pakistan Trade Atlas All 2021 HS 382200.csv,elecsys | elecsys,{'elecsys': 20} | {'elecsys': 20},"diagnostics,gmbh,roche | diagnostics,gmbh,roche | diagnostics,gmbh,roche","{'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'}",10.0,25.0,63.333333333333336,256 | 777,893 | 911 | 914,893 | 911
611,18153,18154,28-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,35.74,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 PC ELECSYS QTY 1 PCS BATCH NO 55612801 MFG DT 4.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18154,Pakistan Trade Atlas All 2021 HS 382200.csv,elecsys | elecsys,{'elecsys': 20} | {'elecsys': 20},"diagnostics,gmbh,roche | diagnostics,gmbh,roche | diagnostics,gmbh,roche","{'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'}",10.0,25.0,63.333333333333336,256 | 777,893 | 911 | 914,893 | 911
